case_id,y_0,y_1,y_2,y_3,y_4,y_5
case_3c8d21ec,0,1,1,1,0,1
case_3f101808,1,1,1,1,0,1
case_1978a635,1,1,0,0,1,1
case_4acd543b,1,0,1,1,1,1
case_972fadf3,1,1,1,0,1,1
case_3a074563,1,1,1,0,1,1
case_37a93459,1,1,1,1,1,1
case_b9ebd22c,1,1,1,1,1,1
case_ea4c0c04,1,0,1,1,1,0
case_af6bc364,1,1,1,1,0,1
case_624eb391,1,1,1,1,0,0
case_ad05ec32,1,1,1,1,1,1
case_96a36519,1,0,1,1,1,0
case_8252c751,1,0,1,1,1,1
case_b932eb08,1,0,1,0,1,0
case_8496e1c9,0,1,1,1,0,1
case_0bc42479,1,0,1,1,1,1
case_5ec70fde,1,1,1,1,1,1
case_d0e3e159,0,0,1,1,1,1
case_ebb119e6,1,1,1,1,1,1
case_67b8327e,1,1,1,1,1,1
case_d04b3d67,1,1,1,1,1,1
case_34168ffe,1,1,1,1,1,1
case_3cb8f01e,0,1,1,1,1,1
case_b5adf75e,1,1,0,1,0,0
case_918e8218,1,0,1,1,1,1
case_ba2559fd,1,1,1,1,1,1
case_43993199,1,0,1,1,1,1
case_5b565787,1,1,1,1,1,1
case_aed1f855,1,1,1,1,1,0
case_e9abff7d,1,1,1,1,1,1
case_8b24b605,1,0,1,1,1,0
case_46b0afed,0,1,1,0,0,1
case_d0a228b1,1,1,1,0,0,1
case_43b228f2,1,1,0,1,1,1
case_3cac2968,0,0,1,0,1,1
case_1496daf6,1,1,1,1,1,1
case_1bdcb2b9,0,1,1,1,1,1
case_854ad80b,1,1,1,0,0,0
case_251db13b,0,1,1,1,1,1
case_2c929081,1,0,0,1,1,1
case_3d10cab4,1,0,1,0,0,1
case_0a050762,0,1,1,0,1,1
case_19e19c8e,1,1,1,1,1,1
case_f9c74fb0,0,1,1,0,1,0
case_f6a05ed7,0,0,1,1,1,1
case_85ad7461,0,1,1,0,1,1
case_2e5e7e60,0,0,1,1,0,0
case_f593fd5c,0,1,1,1,1,1
case_5ebcb3ed,0,0,0,0,1,1
case_2ec3eded,1,1,1,1,1,1
case_c4d2447f,0,0,1,0,1,1
case_4bd55ef7,0,1,1,0,1,1
case_c8f9332f,0,0,1,0,0,1
case_275970e1,1,0,1,1,1,1
case_dbb24948,1,1,1,1,1,1
case_a0d779ce,1,1,1,1,1,1
case_921f469e,1,1,1,1,1,1
case_0d2fbba0,1,0,1,1,0,1
case_a24a605c,1,1,0,1,1,1
case_74978c7c,0,0,1,1,1,1
case_baa00568,1,0,1,1,1,1
case_65687194,1,0,1,0,0,0
case_f47cb4bf,1,1,0,0,1,1
case_db9d7947,1,1,1,0,1,1
case_a67551c1,0,0,1,1,1,1
case_26e133fb,1,1,0,1,1,1
case_efea1196,1,1,1,1,1,1
case_f06fc98d,1,0,1,0,1,1
