case_id,y_0,y_1,y_2,y_3,y_4,y_5
case_e8f616a0,1,1,1,0,1,0
case_ef5a7b4f,1,1,1,1,0,1
case_e4591d94,1,1,1,0,1,1
case_8dec5ad6,1,1,1,1,1,1
case_ca73717a,1,1,1,1,1,1
case_d5ce003c,0,0,1,1,1,0
case_568edd8f,1,1,1,1,1,0
case_30681af0,0,0,1,1,1,1
case_665a1237,1,1,1,1,1,1
case_418ac49c,0,0,1,1,1,1
case_3bfd2668,0,0,1,1,1,1
case_4e19bd47,1,0,1,0,1,1
case_15900730,0,1,1,1,1,1
case_19400a60,1,0,1,1,0,0
case_75dae617,1,1,1,1,1,1
case_9171268e,0,0,1,1,1,0
case_e20b4df3,1,1,1,1,1,1
case_affed11b,0,0,1,1,1,0
case_16a287d3,0,1,1,1,1,1
case_084f5324,1,1,1,1,1,1
case_aaa215b9,1,1,1,1,1,1
case_dae6acff,1,1,1,1,1,0
case_19cc052f,0,0,1,0,1,0
case_35228a6d,0,1,1,0,1,1
case_f45e35da,1,1,1,1,1,1
case_de7e1a59,0,1,1,1,1,1
case_99e957a0,1,1,1,1,1,1
case_affd6f9b,1,1,1,1,1,1
case_6acddd5c,1,1,1,1,1,1
case_3bd706f0,1,0,1,0,0,1
case_520e5948,0,0,1,0,1,1
case_e3c460e8,1,1,1,0,1,0
case_0439da47,1,1,1,1,0,1
case_f2d1bfcb,1,1,1,1,1,1
case_27693ae8,0,1,1,1,1,0
case_56cbe062,0,1,1,1,0,1
case_fdf99afb,1,1,1,0,1,1
case_b1a776e4,1,0,1,1,0,1
case_b20c5e3e,0,1,1,0,1,1
case_c521c87e,0,1,1,1,1,1
case_b0847246,1,1,1,1,1,1
case_57f09e57,0,0,1,1,0,1
case_c2b84ab6,1,0,0,0,1,1
case_eb7d71ca,1,1,1,1,1,0
case_0f3aed46,1,1,1,0,1,1
case_8e291007,0,1,0,0,1,1
case_5e071a8c,1,0,1,0,1,1
case_fd474028,1,0,1,1,1,1
case_2e544d68,0,1,0,1,1,0
case_a20ed6b2,1,1,1,1,1,1
case_65051aec,1,1,0,0,1,0
case_9aa550c9,0,1,1,1,1,1
case_5eb5a47e,1,1,1,1,0,1
case_7d88608d,1,1,1,1,1,1
case_369d9484,0,0,0,0,1,1
case_4003338d,1,0,1,0,0,0
case_6953a0c2,1,1,1,1,1,1
case_86761b9a,1,1,1,1,0,1
case_86146c83,0,0,0,0,0,1
case_8a5b3178,1,0,1,1,0,1
case_6ef7f793,0,1,0,1,0,1
case_faefce7b,1,1,1,1,1,1
case_24f28067,0,1,0,1,1,1
case_2e4064e1,1,1,1,1,0,1
case_8fe05d1b,1,1,1,1,1,1
case_4be4aa96,1,1,1,0,0,1
case_6ef771b9,1,1,1,1,0,1
case_0aa52069,1,1,1,1,1,1
case_0124ee23,1,1,1,0,1,1
case_a9d3efec,1,1,1,1,1,0
case_61e79263,0,0,1,0,1,1
case_70aab244,1,1,1,0,0,1
case_de66e62b,0,1,1,1,1,1
case_b21f935c,1,0,0,0,0,0
case_2dd9c976,1,1,1,1,1,1
case_1b159b75,0,1,1,1,1,1
case_e2628f4c,1,1,1,1,1,1
case_22b70f75,0,1,1,1,1,1
case_6c9ea966,1,0,1,1,1,1
case_961832e0,1,0,1,0,1,1
case_71855754,1,1,1,1,1,1
case_20c874b6,0,0,1,0,1,1
case_dbd69ab2,0,0,1,1,0,1
case_4d68ea9a,0,0,1,1,1,1
case_91beefb7,1,0,1,0,1,1
case_4bdae7f4,0,1,0,0,0,1
case_787ece2a,0,0,1,1,0,1
case_ebd8703a,1,1,1,1,1,1
case_6150dea1,1,1,1,1,1,1
case_b5efcb6e,1,1,1,1,1,1
case_4f1ae285,0,1,1,0,1,1
case_0e912e16,1,1,1,1,1,1
case_c756dec5,1,0,0,0,0,0
case_d36e58a8,0,1,1,1,1,1
case_35c1f74e,0,0,1,0,1,0
case_90c39f20,1,1,0,1,1,1
case_c1f1b500,0,1,1,0,1,0
case_97dfe444,1,0,1,1,1,0
case_4b3710f2,1,0,0,0,0,1
case_9ababcdf,1,1,1,1,1,0
case_4bcfd820,0,1,1,0,1,1
case_5a704102,1,1,1,1,0,1
case_e19889a9,0,0,1,1,1,1
case_d2b95c0a,1,1,1,1,1,1
case_9fd66199,1,0,1,0,0,1
case_b2a534cc,1,1,1,0,1,1
case_fb7c6f8b,0,0,0,1,0,1
case_4829529c,0,0,1,1,1,1
case_c1819a04,0,1,0,0,1,1
case_bf8bfdb7,1,0,1,1,1,1
case_7963e706,1,1,1,1,1,1
case_d5f0552e,1,0,1,0,1,1
case_63b46e45,0,1,0,1,1,1
case_4c6b45de,1,1,1,1,0,1
case_794fa7ed,1,1,0,1,1,1
case_8e837f37,1,0,1,0,0,1
case_5e3dda74,0,0,1,1,1,0
case_0e80b9aa,1,1,1,1,1,1
case_46d11f81,1,0,1,1,1,0
case_8987b45c,0,1,1,1,1,1
case_8b734b20,0,1,0,1,1,1
case_b99251ed,1,0,1,1,1,1
case_5f209df6,1,1,1,1,1,1
case_9b39f334,1,1,1,1,1,1
case_3d097195,0,1,0,1,1,1
case_349d999f,0,0,1,0,1,1
case_43b892b9,0,1,1,1,1,1
case_34f40b1a,1,0,1,1,1,1
case_e0c8b291,0,1,1,1,0,0
case_71cf3b40,1,1,1,1,1,1
case_9c50dfd5,1,1,1,1,0,1
case_e244ece3,1,1,1,0,0,1
case_d7ef730a,1,1,1,1,1,1
case_887123de,1,0,1,1,1,1
case_a4c7693f,0,0,1,1,0,0
case_57870e8c,1,1,1,1,1,1
case_198d8db3,1,0,1,1,1,0
case_e9060585,1,1,0,1,1,1
case_193764d0,0,0,1,0,1,1
case_2d02f974,1,0,1,0,1,0
case_69ea5248,0,1,1,1,1,1
case_02417aba,1,1,1,1,1,1
case_0970bb52,0,1,1,0,0,0
case_7a6a6b7a,1,1,1,1,1,1
case_bb7b9aba,0,1,1,1,0,0
case_6d9353f6,1,0,1,1,0,1
case_34c756ca,1,0,1,1,1,1
case_04511257,1,1,1,0,1,1
case_abd4a085,1,1,1,1,1,1
case_9516962c,0,0,1,0,1,1
case_9cfd48ea,0,0,0,0,0,0
case_f59b46e9,0,1,0,1,1,1
case_5a0dea2b,0,1,1,0,0,1
case_65b33725,1,0,1,1,0,0
case_ad1f4d1d,1,1,1,1,1,0
case_7d7467e7,1,0,0,0,1,0
case_31b84267,0,1,0,0,0,1
case_7e7009a8,1,0,1,1,1,1
case_c05d6d74,1,1,1,0,1,1
case_5a3469f5,1,0,1,0,1,0
case_e444302d,1,1,1,1,1,1
case_167d6894,1,1,1,0,1,1
case_3db8da3b,1,1,0,1,0,1
case_554acb4d,0,0,1,1,0,1
case_003c6f28,0,0,1,1,1,1
case_74594d76,1,1,1,1,1,1
case_5999de6a,0,1,1,0,0,0
case_dcd9d878,1,1,1,1,1,1
case_703b910e,1,1,1,1,1,1
case_65b40e51,0,1,1,1,1,1
case_d4118c09,1,1,1,1,1,0
case_91dfcdba,0,1,1,0,1,1
case_715182c8,1,1,1,1,1,1
case_a15384e5,0,1,1,1,1,1
case_16957374,0,1,1,1,0,0
case_f5fb14a5,0,0,1,1,0,1
case_f4fdf148,0,1,1,1,1,1
case_ab40226c,1,1,0,1,1,1
case_929d9289,1,1,0,1,1,0
case_31df67e5,1,1,1,0,0,1
case_fd986d3f,1,0,1,1,0,0
case_50c206db,1,1,0,1,1,0
case_2c7cf4e3,0,1,0,0,1,1
case_28baa9b4,1,1,1,1,1,0
case_3c2f92af,1,0,1,0,0,1
case_07c5c617,0,0,1,0,1,1
case_af91df13,1,0,1,0,0,1
case_32781f8b,1,1,1,1,0,1
case_92ec3a3a,1,0,1,0,0,1
case_af057efa,1,1,1,1,0,1
case_88647205,1,1,1,1,1,1
case_fd103eb1,1,1,1,0,1,1
case_a9e59343,1,1,1,1,1,1
case_174190d6,1,1,1,0,1,1
case_51a488f7,1,1,1,0,1,1
case_c847b192,0,0,1,1,1,1
case_d3aa3d33,1,0,1,1,1,0
case_7760c3c4,0,1,1,1,1,1
case_ea1b9402,0,1,1,1,1,1
case_dfce6381,1,1,1,1,1,0
case_afcc508a,0,1,0,0,1,0
case_c1120719,1,0,1,0,0,1
case_21f092a7,1,1,1,1,1,0
case_4c291ce1,0,0,1,1,1,1
case_fca9cd75,1,0,1,1,1,1
case_c751a6c6,0,0,1,1,1,1
case_dd6d8919,0,0,0,1,1,1
case_3ab13d79,1,0,1,0,1,1
case_c8091282,0,0,1,1,1,0
case_1ca18c26,1,1,1,1,1,1
case_b6b76c02,0,1,1,0,1,0
case_81bd6f84,0,0,1,1,1,1
case_01a1f863,1,1,0,1,1,1
case_4b7a6291,0,1,1,1,1,1
case_752f26b5,1,0,1,1,1,0
case_b172235c,1,1,1,1,1,1
case_a8665df1,0,1,1,1,0,1
case_c7d1d9a2,0,1,1,0,1,0
case_84059ea1,1,1,1,1,1,1
case_10dd6096,1,1,1,1,1,1
case_a5f28c7e,0,1,1,1,1,1
case_7af4b678,0,1,1,1,1,1
case_ea02e1b2,0,0,1,0,0,1
case_9f5f6016,1,1,1,1,1,1
case_7bfafd60,0,1,1,0,1,0
case_477fc701,0,1,1,0,1,1
case_2ffcabc2,1,0,1,1,1,0
case_934fa3bd,1,1,1,1,1,1
case_5ca89594,1,1,0,1,1,1
case_41bae850,1,1,1,1,1,1
case_4c9787f6,0,1,1,1,1,1
case_7a98646d,1,0,1,1,1,1
case_5d828065,0,0,1,1,0,0
case_bd15a44b,0,1,1,1,1,1
case_923500b3,1,1,0,1,1,1
case_e682ba41,0,1,1,1,1,1
case_b236307d,0,0,1,0,1,1
case_ca05b592,1,0,1,1,1,1
case_a9aa96b7,0,0,1,1,0,1
case_5b0be731,1,1,1,1,1,0
case_29c24d53,1,0,1,1,1,1
case_010aec43,0,0,1,0,0,1
case_476de708,1,1,1,0,1,1
case_4833fd13,1,0,0,1,0,0
case_d7b367e9,0,1,0,1,1,1
case_de4c051c,1,0,1,0,1,1
case_6740deb9,1,1,1,1,1,1
case_01c103cd,0,1,1,1,0,0
case_ee9a6c40,1,1,1,0,1,1
case_e3aa4fdc,1,1,1,1,1,1
case_216f7156,1,1,1,1,0,1
case_9ff4d0ba,1,1,1,1,1,0
case_a168d6f2,0,1,1,0,1,1
case_edecf871,1,1,0,1,1,1
case_1fea95a3,1,0,1,1,1,0
case_14e7f2ee,1,1,1,1,1,1
case_10f63e05,0,0,0,0,0,0
case_e3ce3bc3,1,1,1,1,0,1
case_5d2ca9da,0,1,1,1,0,1
case_321dfccf,0,0,1,0,0,0
case_27909b88,1,1,1,1,1,1
case_491d7ee9,0,1,1,1,1,1
case_e5ae6d3b,1,1,1,1,0,1
case_122df89c,1,1,1,1,1,1
case_9b3d7c6b,0,0,1,0,1,0
case_1641c997,1,1,1,1,1,1
case_f8879d85,1,1,1,1,1,1
case_329b80e3,0,0,1,0,0,0
case_aa50264d,1,1,1,1,1,1
case_24ebf066,1,0,0,0,1,1
case_49cb89dd,1,0,1,1,1,0
case_7543cfea,1,1,1,1,1,1
case_5949c9ab,0,1,1,0,1,1
case_a40d2085,1,1,1,1,1,0
case_d2c8e0f8,1,1,1,1,1,1
case_cc475b4a,0,1,1,1,1,0
case_93f3c157,0,0,0,0,0,1
case_16ed2c2e,1,1,1,1,1,1
case_ab69a776,1,0,1,0,0,1
case_c5664466,1,0,1,1,0,1
case_65cedd89,1,1,1,1,1,1
case_cfb742b2,0,0,0,0,0,0
case_be4b0917,1,0,1,1,1,1
case_4239c4d3,1,0,1,1,1,1
case_97ed1b17,1,1,0,1,1,1
case_11ae7407,0,0,1,1,1,1
case_7892cf03,1,1,0,1,1,1
case_fac716f8,1,0,1,0,1,1
case_48aa657f,0,1,1,1,1,1
case_2046bf3b,1,1,1,1,1,1
case_624f4088,1,1,1,1,1,0
case_f15a5823,0,0,1,1,0,1
case_fd7a8577,1,1,1,1,1,1
case_dd231d5d,0,0,1,1,1,1
case_37c30a27,1,1,1,1,0,1
case_bbfc09fb,1,1,0,1,1,1
case_5b06c61d,1,1,1,1,1,1
case_f3669610,0,0,0,1,1,0
case_8fef4123,0,0,1,0,0,1
case_bea831d4,1,0,1,0,0,1
case_a2a2f26a,1,1,1,1,1,1
case_4dc88b60,0,0,1,1,1,1
case_fd95941a,0,0,0,0,0,0
case_dc4d28b9,1,0,1,1,1,1
case_86e56ef9,1,0,0,0,0,1
case_989c6bb3,0,0,1,0,1,0
case_e432c79d,1,1,1,0,1,0
case_13fbc1a6,0,0,0,1,0,1
case_7fe75326,1,0,1,1,1,1
case_f47038b4,0,1,1,0,1,1
case_5436c55e,1,1,1,1,1,1
case_650e1203,0,1,1,0,1,1
case_f96bd5f2,0,1,0,0,0,1
case_e11f6d3d,0,1,1,1,1,1
case_9711d076,1,1,1,1,0,1
case_4ae928de,1,1,1,0,1,0
case_be41401d,1,0,1,0,1,0
case_47279d24,1,0,1,1,1,0
case_e40e70c2,1,1,1,1,1,0
case_71cec7d3,1,1,1,0,0,1
case_59ef2e8e,1,1,1,1,1,1
case_e8b4bff5,1,0,1,1,1,1
case_f93df6b7,1,1,1,1,1,1
case_7ae1c037,1,1,1,1,1,1
case_66c2dca3,0,0,1,0,0,1
case_90a4b5b2,1,1,1,1,1,1
case_93b7de4e,1,1,1,1,1,1
case_4c1c7562,1,1,1,1,0,1
case_42be1a70,0,1,1,1,1,1
case_61743266,1,1,1,1,1,1
case_e48ffca8,1,1,0,1,1,1
case_f2656201,1,1,1,1,1,1
case_af600251,0,1,1,0,1,1
case_e0464990,0,0,1,1,1,0
case_c03deb1b,1,0,1,1,1,1
case_693aae05,1,1,1,1,1,0
case_7675bd67,0,0,1,0,0,1
case_50c21e00,1,1,1,0,1,0
case_702c1b0f,0,1,1,1,1,1
case_b7f19d47,1,1,1,0,0,1
case_22fc34ff,1,0,1,0,0,1
case_155747b2,0,1,1,0,0,0
case_2b8dfd56,1,1,1,1,1,1
case_8e77d3f0,0,1,1,1,1,1
case_042bb239,0,0,1,1,0,1
case_30f30a4c,1,1,1,1,1,1
case_d7033866,1,0,1,1,0,1
case_c01e069f,1,0,1,1,1,1
case_1ec80ab6,1,1,1,1,1,1
case_7428a927,1,1,1,0,1,1
case_e6ab4be2,1,0,1,1,1,1
case_65c4527a,1,0,1,1,0,1
case_7dd04366,1,0,1,1,1,1
case_e2d90286,0,0,1,0,0,0
case_00496af2,1,1,0,0,1,0
case_6b8fd479,1,1,0,0,1,0
case_55c3c7e8,1,1,1,1,1,1
case_de33a2c2,1,1,1,0,1,1
case_4e4a7033,1,1,1,0,1,1
case_de39b0b7,1,1,0,1,0,1
case_c497e1ed,1,0,1,1,1,1
case_f9eddd6d,0,1,1,1,1,0
case_6e803d1d,0,0,0,1,0,1
case_87f64a05,1,1,1,1,1,1
case_c34fe9bc,0,0,1,1,0,1
case_7f717389,1,1,1,1,1,1
case_aa40f4cc,1,0,1,1,0,1
case_707e7070,0,1,1,1,1,1
case_04b2eab9,0,1,1,0,0,1
case_09d0aeb4,0,1,1,0,0,1
case_57b94c34,1,1,1,1,1,1
case_155573ed,1,1,1,0,1,1
case_1b1dc6a0,0,0,1,0,0,1
case_ca1752ff,0,0,1,1,0,1
case_b77490ca,1,1,1,1,1,1
case_3f5c8e9d,0,1,1,1,0,0
case_77e54af7,0,0,1,0,0,1
case_0ed5a868,1,1,1,1,1,1
case_8e834b2e,1,1,1,1,1,1
