id,latent_payment_reliability,latent_liquidity,latent_digital_engagement,latent_price_sensitivity,latent_urgency,latent_customer_value,latent_retry_responsiveness,latent_delayed_retry_responsiveness,latent_message_responsiveness,latent_alternate_method_responsiveness,latent_human_escalation_responsiveness
cust_7aebe184,0.5355008738019764,0.2579174150971349,0.25482509817675386,0.4256707579182249,0.16596992439680264,4970.534123831536,0.14707886775567872,0.4664348436385921,0.2093242701328456,0.11847899947506993,0.1075942407300301
cust_e6e7bd1e,0.8077015611062445,0.3877431724929063,0.43657177921397283,0.07115905718232877,0.5628109322360564,1137.537811865237,0.2086012342720127,0.6120535635997856,0.19052147991989182,0.16597181154575202,0.023964586321597592
cust_f397bb29,0.7884669740537971,0.5905520046036214,0.2671385217561358,0.46055885411823766,0.12531942851699965,28346.037730525528,0.20131990910862196,0.3782219121672362,0.2165261312719758,0.3342533145820935,0.21677521308597406
cust_c9cfb7a6,0.7286533836321651,0.5354942967697136,0.4124965974263792,0.07684684413183453,0.19809675753562256,139760.92505421038,0.2841476806491797,0.36933525894492114,0.2711293853954261,0.20869625150899326,0.3330541549179523
cust_28ab2442,0.8159425179826948,0.25086314577418023,0.3806228716036444,0.39615366496912224,0.03815468469550316,77885.66925484169,0.49228722698369953,0.3353653144461065,0.2051297650808132,0.1994445758283853,0.7148677608197149
cust_2f605c9d,0.9783636786277687,0.41373597111145993,0.6056265004059349,0.4779647136632137,0.14720113908233423,218147.8121321584,0.2571353961938732,0.4454772582908494,0.2918308635651892,0.3330621408992523,0.4311452271337469
cust_d7c981b6,0.48757501038995243,0.6897812768108104,0.32591452092214324,0.24792474210163234,0.06158551712732098,334797.2294158387,0.22260298345008955,0.20437462692295819,0.2615552610483175,0.3076161216258706,0.48564429870992926
cust_ffa4ddf4,0.634909822384335,0.44106686288338187,0.2825658292283192,0.6224598563849763,0.42708357336685127,16867.92990696292,0.2769705588814728,0.7938760111473717,0.17854747898423326,0.14609048669699234,0.18915066857038015
cust_2d6a8e95,0.558704887656711,0.2354894322094647,0.4413477684402732,0.29089226721489303,0.29899503749366513,19151.99518336517,0.22888462349126987,0.39121994583801567,0.16974141670223622,0.17409765617706777,0.06392729168549117
cust_3531350e,0.8960872676793371,0.6446150538762672,0.1590519959014287,0.46813159643063024,0.05492771447172515,20656.144978581604,0.0541969534904542,0.6973848478459894,0.05577454154998134,0.35286971987050886,0.10488645290547162
cust_c77472ef,0.498447999975619,0.7242074516439588,0.692702641258008,0.30483091689197317,0.12758605382378727,10359.137103728945,0.5015231320272455,0.4988509743264478,0.25950121391558256,0.24819370537063856,0.022723574116013986
