case_id,y_0,y_1,y_2,y_3,y_4,y_5
case_8f85f251,0,0,0,1,0,0
case_640915e6,1,1,1,1,0,1
case_8c2026b5,1,1,1,1,1,1
case_654d21a6,1,0,1,1,1,0
case_8ae10dc5,0,1,1,0,1,1
case_dfc3cf1d,0,0,1,1,1,1
case_013afc6c,0,0,1,1,1,1
case_7fcd6d1e,0,1,1,0,0,0
case_98ea7fa9,0,1,0,0,1,0
case_bf6ef53f,0,0,1,0,1,1
case_6e30b69f,0,1,1,0,1,0
case_5599879c,1,1,1,1,1,1
case_4aa2db01,0,0,0,1,1,1
case_eb5b60c8,1,1,1,1,1,1
case_5e1525b8,0,0,1,1,0,1
case_f970d838,0,0,1,0,0,1
case_5a6c5ba5,1,0,0,1,0,1
case_c3ab70cf,1,1,1,1,1,1
case_9917bee0,1,1,0,1,0,1
case_57b79624,1,1,1,1,1,1
case_e41b3047,1,1,1,1,1,1
case_fc29c6a4,1,1,0,1,1,1
case_f8ff67a3,1,1,1,1,1,1
case_0ddce7d7,1,0,1,0,1,1
case_cfc6f338,1,0,1,1,0,1
case_9237c06f,1,1,1,0,1,1
case_0d3dd3b6,0,1,0,0,1,1
case_99caec0f,1,1,1,0,1,1
case_2d9e731d,0,0,1,0,1,1
case_f655b8fa,1,1,1,1,1,1
case_aac4edd8,0,1,1,0,1,0
case_0e9d6dbe,1,1,1,1,1,1
case_524fdde1,0,0,1,1,0,1
case_e56ddd5d,1,1,1,0,1,1
case_b289e153,1,1,1,1,1,1
case_b5d3c980,0,1,1,1,1,1
case_4a447bdd,0,0,1,1,0,1
case_3e601250,0,1,1,1,1,1
case_1c7d903a,0,0,1,0,1,0
case_77cf8667,0,1,1,0,0,1
case_16064e32,1,1,1,1,1,1
case_26a4e37a,1,1,1,0,1,0
case_f0b2e5b6,0,1,1,0,1,1
case_8e1534e2,0,1,1,1,1,1
case_ec6e2d52,0,0,1,1,1,1
case_3591ae3b,1,1,1,1,1,1
case_3807d900,1,1,1,0,0,1
case_253db132,0,1,1,1,0,1
case_cb6c055e,0,1,1,0,0,0
case_1fedea1a,0,0,1,1,1,1
case_a3eb745d,1,1,1,1,1,1
case_20fffa85,1,0,0,1,1,1
case_45916f3f,1,1,1,1,1,1
case_6e0dca3f,1,0,1,1,1,1
case_b645e668,1,0,0,0,1,1
case_9b84e878,0,1,1,1,0,0
case_ad75d3ed,1,1,1,1,0,1
case_cd0edbef,1,1,1,1,1,1
case_28adc06e,0,1,1,0,1,1
case_46cd7b60,0,0,1,0,1,0
case_6897aa82,1,0,1,1,1,1
case_5868e61e,1,1,1,0,1,1
case_d4fec3e6,0,0,0,1,1,1
case_714127c4,1,0,1,0,1,1
case_08416207,0,0,1,1,1,0
case_e2d83179,1,0,1,1,0,0
case_23c4214a,1,1,1,0,0,1
case_c8cfdb98,1,1,1,1,1,1
case_a8d11303,0,1,0,0,0,0
case_8041bfcb,1,0,1,1,0,1
case_8dff3ab2,1,1,1,1,1,1
case_ecae1141,1,1,1,0,1,1
case_e4c12c87,1,0,1,1,1,0
case_86891d8f,1,0,1,1,0,1
case_ed72c2aa,1,0,1,0,0,1
case_246b5f4a,1,0,1,0,0,1
case_08ef5163,1,0,1,1,0,0
case_9132ae59,1,1,1,1,1,1
case_9d64a18f,1,0,1,1,1,1
case_c7399dd7,1,1,1,1,1,1
case_adddda9d,1,1,1,1,1,1
case_99f46e4e,1,0,1,0,1,1
case_42a68851,0,0,1,0,1,1
case_c356d949,1,1,1,1,0,1
case_f2f1213a,1,1,1,1,1,1
case_5d8e21bc,0,1,0,0,0,1
case_6071458d,0,1,1,0,1,1
case_b107b6b9,1,1,1,1,1,1
case_bd770c6e,0,0,0,1,0,0
case_5e219f6a,1,1,1,1,1,1
case_2deda891,0,1,1,1,1,0
case_207b15a5,0,0,1,1,1,1
case_125eb3a7,0,0,1,1,1,0
case_d572f13a,0,0,1,1,1,0
case_ca33034a,1,1,1,1,1,1
case_d973b3fe,0,0,1,0,0,0
case_ffb375e3,1,1,1,1,1,1
case_8044a1b4,1,1,1,0,1,1
case_7a162c7d,1,1,0,1,0,0
case_873902db,1,1,1,0,0,1
case_161d026f,1,1,1,0,1,1
case_e614b3d5,1,1,1,0,1,1
case_2623a659,1,1,1,1,1,0
case_be738227,1,0,1,0,0,0
case_474792e9,1,1,1,1,0,1
case_ed449627,1,0,1,1,0,0
case_3764d272,1,1,1,1,0,1
case_17aef316,1,1,1,1,0,0
case_8ddca4b3,1,1,1,1,1,1
case_59ca9576,1,1,1,1,1,1
case_4f3b1429,1,1,1,1,1,1
case_26158390,1,1,1,1,1,1
case_b89853fb,0,1,1,0,0,1
case_78b42c25,1,1,1,1,1,1
case_f6eed573,0,1,1,1,1,1
case_13acb2bf,1,1,1,1,1,0
case_d0946264,1,1,1,1,0,1
case_d0b994d5,0,0,1,1,0,0
case_f78e94cb,0,0,1,0,0,0
case_0f369f79,1,1,1,0,1,1
case_aa85ee8d,1,1,1,1,1,1
case_33446b7c,0,1,1,1,0,1
case_36adffc4,0,1,1,1,1,0
case_f6378fda,0,1,1,1,1,1
case_7e939d3b,1,1,1,1,1,1
case_44298142,1,1,1,1,1,1
case_7c66945c,1,0,1,1,1,1
case_e1b88b3a,1,0,1,1,0,0
case_ad0d7fd2,1,0,1,1,1,1
case_061e19b6,1,1,1,1,1,1
case_cdc1049c,0,0,1,1,1,1
case_be2b5c4d,1,1,1,1,1,1
case_b5792457,0,1,0,1,1,1
case_1f2cd55f,0,1,1,1,1,1
case_294a28b4,1,0,1,0,1,1
case_ffd6f649,1,0,1,0,0,1
case_37e19738,1,1,1,1,1,1
case_6952aa11,0,1,1,1,1,0
case_a8b9c366,0,0,1,1,0,1
case_74b0163d,0,0,0,1,1,0
case_98a387f8,0,0,1,1,0,1
case_26e7bb77,1,1,1,1,0,1
case_f186a419,0,0,1,0,1,1
case_56d8d48e,0,1,1,1,1,0
case_69321cb9,1,1,1,1,1,1
case_e5c8b2dd,1,1,1,1,1,1
case_c5f20d76,0,0,1,1,0,1
case_dd0d7057,1,1,1,0,1,1
case_b230519d,1,1,1,1,1,1
case_f310782e,0,1,0,0,1,0
case_7f9dcf36,0,1,1,1,1,0
case_19dfc768,1,1,1,0,1,1
case_8e6a75a3,1,0,1,1,1,1
case_2bb1d792,1,1,1,1,0,1
case_190122d2,1,1,1,1,0,1
case_b48aa076,0,0,0,0,1,1
case_65ab72fa,1,1,1,1,1,1
case_569fc9f0,0,0,1,1,1,1
case_3f30e65f,0,0,1,0,1,1
case_790452bb,1,1,1,0,0,1
case_f00002a2,1,0,1,1,1,1
case_70ea5908,0,1,1,0,1,1
case_c02f02a9,1,1,1,0,1,1
case_d7e02eef,0,0,1,1,1,1
case_b7d269fd,0,0,0,1,1,1
case_a530a24c,1,0,1,0,1,0
case_1cfc3fe4,1,1,1,0,1,1
case_04a379a2,1,1,1,1,1,1
case_0ba0864e,1,1,1,0,1,1
case_67c240c5,1,0,1,1,1,1
case_6dbe2703,1,1,1,0,0,0
