case_id,y_0,y_1,y_2,y_3,y_4,y_5
case_fddd965f,0,0,1,0,1,1
case_8758cf0c,1,1,1,1,1,1
case_53573284,1,1,0,0,0,0
case_499a1ad7,0,0,0,0,0,0
case_902bc489,1,1,1,1,1,1
case_994ca67c,0,0,1,1,1,1
case_caffe7a2,0,0,1,1,0,1
case_d8a1d65a,1,0,1,0,1,1
case_0e119789,1,1,1,1,0,1
case_d2b2bdd1,0,0,1,0,1,1
case_e82118dd,1,1,1,1,1,1
case_b9ba13b2,1,1,1,1,1,0
case_163e0675,1,1,1,1,1,1
case_36f66aad,0,1,1,1,1,1
case_9e329cbf,1,1,1,1,1,1
case_38ec16f6,0,0,1,0,1,1
case_85b74f76,1,0,1,1,1,1
case_91f534d2,1,1,1,1,1,1
case_a93afe33,0,0,1,1,1,1
case_8d01380f,0,0,1,0,1,1
case_f7a413fa,1,1,1,1,1,1
case_cff35183,1,1,1,1,1,1
case_b534e2e8,1,1,1,1,1,1
case_69cfeb77,0,1,1,1,1,1
case_dbc8ce4c,1,1,1,1,0,1
case_f91224d5,1,0,1,1,1,1
case_cee35b2d,1,0,1,1,0,0
case_96f19175,0,0,1,0,1,1
case_eaac3e12,0,0,1,1,1,1
case_a7c2bcda,1,1,1,1,1,1
case_048a268f,1,1,0,1,1,1
case_36ad71a8,1,1,0,1,1,1
case_a534f3bb,0,1,1,1,0,1
case_446d5967,1,1,1,1,0,1
case_645eee6b,1,1,1,1,1,1
case_b14a1bd5,1,1,1,0,0,0
case_dedf489b,0,0,0,0,0,1
case_32c7ee38,1,1,1,1,1,1
case_757bbb18,0,1,1,1,1,1
case_8e270caf,1,0,1,1,1,1
case_048068b7,1,1,1,1,1,1
case_b33d44c2,0,1,1,1,1,1
case_01c95af3,1,1,1,1,0,1
case_a21261d8,0,1,1,1,1,1
case_29cafbb6,1,1,1,1,0,1
case_238ce6c2,1,1,1,1,1,1
case_4a69b2d9,1,0,1,1,1,1
case_b2b9011a,0,0,1,0,1,1
case_83b075f7,1,1,1,1,1,1
case_3cc6fde0,1,1,1,1,1,1
