case_id,customer_id,amount_paise,payment_method,failure_code,time_since_failure_minutes,incident_id,historical_payment_success_rate,customer_value_band,engagement_score,assigned_action,propensity,eligible_actions,policy_version,y_observed,split
case_1c31e413,cust_94f5248f,366729,upi,INSUFFICIENT_FUNDS,44,,0.5615422737840349,low,0.45654453773734754,5,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_ae4c4f54,cust_afabe8e1,49620,upi,INSUFFICIENT_FUNDS,16,,0.8051945946216824,low,0.3068323017612946,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,train
case_c99bd3d6,cust_a901d368,25786,card,BANK_DECLINE,13,,0.6594624067570581,low,0.7599653880975589,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_e960085d,cust_958bf85e,82240,upi,NETWORK_ERROR,8,,0.7723220101562964,low,0.23180286923207355,2,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_8d7f7586,cust_3ca906b0,180926,upi,NETWORK_ERROR,7,,1.0,high,0.2443767451817691,5,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_2d630dc7,cust_aa20518f,25168,upi,NETWORK_ERROR,81,,0.2726025098520857,low,0.17080971928726238,2,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_e2dbe8de,cust_428ac824,223152,upi,BANK_TIMEOUT,18,,0.7410920745937242,low,0.19966754081760063,5,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_6abffa8e,cust_15cd987c,2875,card,BANK_DECLINE,24,,0.8236268915285048,medium,0.4026097135735094,2,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_f1aea0d4,cust_1d716a47,527003,upi,NETWORK_ERROR,45,,1.0,medium,0.21710549120925077,5,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_3ab39f26,cust_bf738b12,7638,upi,BANK_TIMEOUT,79,,0.7693745935876121,medium,0.8692350065944691,2,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_6be3b714,cust_ca8d4714,30163,card,BANK_DECLINE,11,,0.8768765595563309,low,0.1723989573404675,3,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_7f1e6a36,cust_7d1a350b,45376,card,NETWORK_ERROR,32,,0.9840259573762314,low,0.7300399766059862,2,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_bbaaae70,cust_c2ac6f8b,39699,upi,INSUFFICIENT_FUNDS,66,,0.8723850186005813,medium,0.39635323749136636,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,val
