case_id,y_0,y_1,y_2,y_3,y_4,y_5
case_2c217e62,1,1,1,1,0,1
case_16d366cc,1,1,1,0,1,1
case_4a72fbeb,0,0,1,1,0,0
case_5d22e51d,0,0,1,0,1,0
case_f6cd40e6,0,0,1,1,1,0
case_93a2c64f,1,1,0,1,1,1
case_96637fdb,1,1,0,0,1,1
case_cfa076d5,0,0,1,0,1,1
case_42731706,1,0,1,0,1,1
case_ebfc2318,0,0,1,0,0,1
case_70c78062,1,1,1,0,1,1
case_b3244c20,1,1,1,1,1,0
case_c0ff7c89,0,1,1,1,1,0
case_4dd8284a,0,1,1,0,1,1
case_f56795f8,0,1,1,1,1,1
case_dc48486f,0,0,1,1,0,1
case_d1ba8f81,1,1,1,1,1,1
case_45a33ab5,1,0,0,1,1,1
case_ff02dc02,0,0,1,1,0,1
case_6d87076f,1,1,1,1,1,1
case_473bb167,1,1,1,1,1,1
case_f1767fbd,0,1,1,1,1,0
case_b5d6ffe7,0,1,1,1,1,1
case_b4f59817,0,1,1,0,0,1
case_50b50882,0,0,1,1,1,1
case_88fcfc61,0,1,1,0,1,1
case_c2ced1dc,1,1,1,1,1,1
case_c55e66ae,1,1,1,1,1,1
case_3f7e7e9d,1,0,1,1,0,1
case_4c9f788a,0,0,0,0,0,1
case_568c5305,1,1,1,1,1,1
case_20afbb44,0,0,1,1,0,0
case_9ce22c16,1,1,1,1,1,0
case_fb095395,1,1,1,1,1,1
case_884aeeb0,1,1,1,1,1,0
case_66f7814d,1,1,1,1,1,1
case_5bef423c,1,1,1,1,1,1
case_b4735441,0,1,1,1,1,1
case_4689fdc0,0,0,1,0,0,1
case_27bb4863,0,0,1,1,1,1
case_5fe187a2,0,0,1,0,1,1
case_f66c272a,1,0,1,0,1,0
case_323ae08e,1,0,0,1,0,1
case_3f928cf3,0,1,1,1,1,1
case_9ff393e0,1,1,1,1,1,1
case_a106650e,0,0,1,0,1,1
case_0d0cdc67,1,0,1,1,0,1
case_2b63e80e,0,1,1,0,1,1
case_70395799,1,0,1,0,1,1
case_aa473c7c,1,1,1,0,0,1
case_b1008d81,0,1,0,1,0,0
case_70141a21,1,1,1,0,1,1
case_678253a9,1,1,1,1,1,1
case_2ce485ed,0,1,1,1,1,1
case_50cfd277,1,0,1,1,1,1
case_31c29001,0,1,1,1,0,1
case_de5c0c46,1,1,1,1,0,0
case_bbe97b20,1,0,1,1,1,1
case_f5e9ce6a,1,1,1,1,1,1
case_9af7caef,1,1,1,1,0,1
case_8c42a603,0,1,1,0,1,0
case_236912e6,1,1,1,0,1,1
case_9ec33a28,1,0,0,1,0,0
case_40e2767e,1,1,1,1,1,1
case_e28572f1,0,1,1,1,1,1
case_435bc837,1,0,1,1,1,0
case_74f1f864,1,1,1,1,1,1
case_560708ba,1,0,1,0,0,1
case_fa31ae6f,0,0,1,1,0,0
case_2d96b03c,1,1,1,0,1,1
case_cabd6b65,1,1,1,1,1,1
case_74195d9f,1,1,1,1,0,0
case_b6770ff8,1,1,1,1,0,0
case_aab1138b,1,1,1,1,1,1
case_16abae81,0,0,0,1,1,0
case_a2fe7996,0,1,1,1,1,1
case_1f332612,1,1,0,1,1,1
case_352ed9ed,1,0,1,1,1,1
case_451a2929,1,1,1,1,0,1
case_8f13dc56,1,1,1,1,1,1
case_8308e3fe,0,0,1,1,0,1
case_65b096d0,1,1,0,1,1,1
case_45f1dc07,1,1,1,1,1,1
case_ecefc47c,1,1,1,1,1,1
case_9ce52b3b,1,1,0,1,1,1
case_5e779985,0,1,1,0,1,0
case_52e1c125,0,0,1,1,0,1
case_6bf65ca6,1,1,1,1,1,0
case_34c99a31,1,1,1,1,1,1
case_2cf33dc0,0,0,1,1,1,1
case_833ac6b1,1,1,1,1,1,1
case_dec0e958,0,1,1,1,1,0
case_8958c307,1,1,1,0,1,1
case_0362194b,0,0,1,0,1,0
case_fcc175bb,0,0,0,1,0,1
case_e679ca50,1,1,0,1,1,1
case_a65670ed,1,1,0,1,1,1
case_e4cf4b06,0,1,1,0,1,1
case_074493da,1,1,1,0,1,1
case_27a8a7b6,1,1,1,1,1,1
case_7b2091fe,1,0,1,0,1,1
case_4a3df1bb,0,0,1,1,0,1
case_c0ba4bf6,1,1,1,1,1,1
case_852ba6bc,0,1,1,1,1,1
case_1bf2e3a4,0,1,1,1,1,1
case_d59f8c2d,1,1,1,1,0,1
case_97e7ac50,1,1,1,1,1,1
case_2bced1da,0,1,1,0,1,1
case_ddbbe392,1,1,1,1,1,0
case_4ce8adc7,1,1,1,1,1,1
case_6b285aa9,1,1,1,1,1,1
case_9bffc736,1,0,1,0,1,1
case_7b017393,1,0,1,1,0,1
case_d16b07b6,1,1,1,1,0,1
case_b14a7728,0,1,0,0,1,1
case_8b2e5e85,1,1,1,1,1,1
case_186e09b6,0,0,1,0,1,0
case_045142b7,1,1,0,0,1,0
case_c8433b57,0,1,1,0,1,0
case_1697cd85,0,0,1,0,1,1
case_64c41d79,1,1,1,1,1,1
case_db8c0c2d,0,0,1,1,1,1
case_6da12958,0,1,1,0,1,1
case_25c3b151,0,0,1,1,1,1
case_ea9cdeb9,0,1,1,1,1,0
case_0b520965,0,1,1,1,1,1
case_c527fd7a,1,0,1,1,0,1
case_1a2f37d3,1,0,1,1,1,1
case_c39bcf73,1,1,1,0,1,1
case_2e9a26c8,0,1,1,1,1,1
case_0fb3b412,1,0,1,0,1,1
case_77cf3e0e,1,0,1,1,1,1
case_940c1435,1,1,1,1,1,1
case_6f273d42,1,0,1,0,0,0
case_3289d826,0,1,1,1,0,0
case_8a0fd6a7,1,1,1,1,1,1
case_c9e5a0c2,1,1,1,1,1,1
case_9f42250e,1,1,1,1,1,1
case_46215360,0,1,0,0,1,1
case_592aecfa,1,1,1,1,1,1
case_c49ec366,0,0,1,1,0,1
case_20ed3567,1,1,1,1,1,1
case_a1900eb5,0,0,1,1,1,1
case_72f2f2d5,0,0,1,1,1,1
case_34fbceb0,1,1,1,1,1,1
case_f2fa1a01,1,1,1,1,1,1
case_85c7341e,0,1,1,0,0,1
case_896981d0,1,0,1,1,1,1
case_5b00059f,0,0,1,1,1,0
case_e3bc0fea,1,0,1,0,1,1
case_27c519ce,1,0,1,1,1,1
case_68fa55fc,1,1,1,1,1,1
case_7107ac40,1,1,0,1,1,1
case_74cca947,1,1,1,1,1,1
case_a00db668,0,1,1,1,1,1
case_8fe0f434,0,0,1,0,0,1
case_71ae6236,1,0,1,0,1,1
case_fa5f671b,1,0,1,1,1,1
case_90fe9d84,0,1,1,1,1,0
case_de2afeff,0,0,1,0,1,0
case_b8563e53,1,1,1,1,1,1
case_f85cb7c3,1,1,1,1,1,1
case_4f351364,1,0,1,1,1,1
case_7f1b0944,1,1,1,0,1,0
case_2a3519cf,1,1,1,1,1,1
case_410e5070,0,1,1,1,1,1
case_7dc89483,1,0,1,1,0,1
case_c844c8ad,0,0,1,1,1,1
case_0401aa75,1,1,1,1,0,1
case_742b418c,1,0,0,1,0,1
case_254d074f,1,0,1,1,1,1
case_c8cb6dad,1,1,1,1,1,1
case_84ad7c0a,0,1,1,0,1,1
case_ed99702c,1,1,1,1,1,1
case_6df2c20d,0,0,1,1,0,1
case_5220ad44,1,0,1,1,0,1
case_09c210b9,1,0,1,0,1,1
case_c9470e51,0,1,0,1,0,0
case_2e6d8ef2,1,1,1,1,1,1
case_4f3523a3,1,0,1,0,1,1
case_0103eef6,1,1,1,1,1,1
case_cad270e5,1,1,1,1,1,1
case_982820b1,1,1,1,1,1,1
case_8f4397f5,1,0,1,1,1,0
case_91822417,0,0,0,1,1,1
case_68be981f,1,1,1,1,1,1
case_5ff72db5,1,0,1,0,0,1
case_f3908ee9,1,1,1,0,1,1
case_58692c66,0,0,1,0,0,1
case_6bbff235,1,0,1,1,1,1
case_13849df0,1,1,0,1,1,1
case_cf69dc06,0,0,0,0,0,0
case_f9af3863,1,1,1,1,1,1
case_79c17588,0,1,1,1,0,1
case_4c4441cc,0,0,1,1,1,0
case_67fcc70c,0,1,1,0,1,1
case_d4bbecae,1,1,1,0,1,1
case_1a20c13c,1,1,1,1,1,1
case_aa88d706,1,1,1,1,1,1
case_803996c0,1,1,1,1,1,1
case_912a0afc,0,1,1,1,1,1
case_3107b4c7,0,0,1,1,1,0
case_efb624a2,0,1,1,1,1,1
case_00c051e6,1,1,1,1,1,1
case_b028a386,1,1,1,1,1,1
case_1eea865b,1,0,1,0,1,1
case_4fd8ec95,1,1,1,0,1,1
case_5d429dd2,1,1,1,1,1,1
case_b63bbc6c,0,0,1,1,0,1
case_26b7b236,0,0,1,1,0,1
case_9edd907f,0,0,1,1,1,1
case_cf430342,1,0,1,0,0,0
case_e262df6d,1,0,0,0,0,1
case_c6e5469d,1,1,1,0,0,1
case_39cbb695,1,1,1,1,1,1
case_f4b99318,0,1,0,1,1,1
case_9cdd513a,1,0,1,0,1,0
case_d3e86446,1,1,1,1,1,1
case_f8fbf9a0,1,1,1,1,1,1
case_6d2f7e69,1,1,1,0,1,0
case_148bd72b,1,1,0,1,1,1
case_e64fc4d9,1,1,1,1,0,0
case_a5d45834,1,1,0,1,1,0
case_0c3690c7,1,1,1,0,1,0
case_af516506,1,0,0,0,1,1
case_7fc420c6,0,1,1,1,1,1
case_c5bd3274,1,1,1,1,1,1
case_196daf76,1,1,0,1,0,1
case_c27d0185,1,1,0,1,1,1
case_6efa8983,1,0,1,0,1,1
case_d2b2d3fb,1,1,1,1,1,1
case_6f7d04ed,1,0,0,0,0,1
case_ed68ade5,1,1,1,1,1,0
case_f761e2a2,1,0,1,1,1,1
case_e44d16c9,0,1,1,0,1,1
case_b3e56a00,1,0,1,1,1,1
case_697c8fe9,1,1,1,0,1,1
case_bad7f55f,1,1,1,0,1,1
case_50a8625e,1,1,1,1,1,1
case_8ac78fda,0,1,1,1,1,1
case_25a1884f,1,0,1,1,1,1
case_7b3aff37,1,0,1,0,0,1
case_f7a44bc2,0,1,1,1,0,1
case_d67c6985,0,0,1,1,0,0
case_2eb6a159,1,1,0,1,0,0
case_f1586d24,1,1,0,1,1,1
case_1863dd29,1,0,1,1,0,0
case_c12337ea,1,1,0,1,1,1
case_b69146f5,1,1,1,1,1,1
case_a317b07b,1,0,1,1,1,1
case_55c69eb0,1,1,1,1,1,0
case_cefde5b0,0,1,1,1,1,1
case_182ccb5d,0,0,1,0,1,1
case_180ee22a,0,0,1,1,1,1
case_8872586d,1,1,1,1,1,1
case_3a307024,0,0,1,0,0,1
case_cf113ed5,1,0,1,1,1,1
case_dfe59430,0,0,0,1,0,1
case_bc62fe8c,1,0,1,1,1,1
case_6de7bbea,0,0,1,1,1,1
case_d14b72e7,0,0,1,1,1,1
case_d57e7056,0,1,1,1,1,1
case_e156cbf8,1,1,0,1,1,1
case_882f2239,0,1,0,0,0,1
case_5f52a6d0,0,1,0,1,0,1
case_89697c16,1,1,1,1,1,1
case_9560d5c5,0,1,1,1,0,1
case_91dd31aa,1,0,1,0,0,1
case_99e9797f,1,0,1,1,1,1
case_067fefe7,1,1,1,0,1,1
case_dfb54fa2,0,1,1,1,0,1
case_10c32677,1,1,1,1,1,1
case_363646f7,0,1,1,0,1,1
case_03e32457,1,0,1,1,1,1
case_f06d3ce3,0,1,1,1,0,1
case_06c634ba,1,1,1,1,1,1
case_632cb2bf,1,1,1,1,1,1
case_8106687f,1,1,1,0,0,1
case_0e9f3ecc,1,1,1,1,1,1
case_62eda452,0,1,1,1,1,1
case_1f9665d7,1,1,1,1,0,1
case_b881de1f,1,1,1,0,1,1
case_eeb0fe8e,1,1,1,1,0,1
case_ab113e57,0,1,1,1,1,1
case_efd24e83,0,0,1,1,1,0
case_11053f3c,1,1,1,1,1,1
case_223c89ce,0,1,1,1,1,0
case_ab76cfd1,0,0,1,1,0,0
case_e619343c,1,1,0,0,1,1
case_77cb9f10,0,0,1,1,0,1
case_e59050ae,0,1,1,1,1,1
case_29487309,0,0,0,1,0,1
case_881c3523,1,1,1,0,1,0
case_0d71c8a3,0,0,1,1,1,1
case_746b2197,1,1,1,1,1,0
case_1c72f4dd,0,1,1,1,0,0
case_f2921669,1,1,1,1,1,1
case_ba5e9741,1,1,1,1,0,1
case_7cfb52c2,1,1,1,1,1,1
case_0fe62382,1,0,1,0,0,0
case_701a28dd,1,0,1,1,1,1
case_0f95b2ca,1,1,1,0,1,1
case_e27f0b73,1,0,1,1,0,1
case_467574f6,0,1,1,1,1,1
case_a039e9e3,1,1,1,1,1,1
case_88583938,0,0,1,0,0,0
case_394f1d17,1,0,1,1,0,0
case_a3ce59f6,1,1,1,1,1,0
case_8cd17b1e,0,1,1,0,0,1
case_95fba90e,1,1,1,1,1,0
case_11d9fcb5,1,0,1,0,1,1
case_3544df3c,0,1,1,1,1,0
case_9196ab37,0,1,0,1,1,0
case_d8b57432,1,1,1,1,0,1
case_c8d7a7ca,1,1,1,1,1,1
case_80b5c7e6,1,1,1,1,0,1
case_186c0415,0,1,1,1,1,1
case_a1d07c4a,1,1,1,1,1,0
case_1f5a8ac0,1,1,1,1,1,0
case_c2d58bcc,1,1,1,1,0,1
case_45eac114,1,1,1,1,1,1
case_c0ce0a01,0,1,1,1,0,1
case_e9010cf0,1,1,1,1,1,1
case_89a9806d,0,1,1,1,1,1
case_19fa2d08,0,0,1,0,1,1
case_4edc73a5,1,0,1,1,1,1
case_b040d64f,1,1,1,1,1,1
case_ba06f474,1,0,0,1,1,1
case_957a6201,0,1,1,1,0,1
case_f788c920,1,1,1,1,1,1
case_e61ae156,1,1,0,1,1,1
case_4d20dd22,1,1,1,1,1,0
case_c4a713ca,1,1,1,0,0,1
case_78251882,1,1,1,1,0,1
case_a09986cb,1,0,1,0,1,1
case_fbb329e8,1,1,1,1,0,1
case_adc3447d,1,1,1,1,1,0
case_bd137805,1,0,1,1,0,1
case_de1b0a02,0,0,1,0,0,1
case_9775ac40,1,1,1,1,1,1
case_e98487d0,1,1,1,1,1,1
case_4f838ff7,0,0,1,0,1,1
case_5efef147,1,0,1,1,0,0
case_59e8c41e,1,0,0,1,1,0
case_077a5cf7,0,1,1,1,1,1
case_f8d18ff3,0,0,0,1,1,1
case_4f3a9a32,1,1,1,1,1,0
case_411efe4b,0,0,0,0,0,1
case_aefc55a1,1,0,1,1,1,1
case_eac0aadd,0,0,1,0,1,1
case_1abfb6bf,1,1,1,0,1,1
case_ef391e63,0,1,0,1,0,1
case_34ca216f,1,1,1,0,1,0
case_ab22a46d,1,1,1,1,1,0
case_b4e2f83a,1,0,1,0,1,1
case_78686683,1,1,1,0,1,1
case_0c675cfc,1,1,1,1,1,1
case_838dc0c4,0,0,1,0,1,1
case_bb613ce5,1,1,1,1,1,1
case_dc2fad16,0,0,1,1,0,0
case_91b79d3c,1,1,0,1,1,0
case_d271b74d,0,0,1,1,1,1
case_b7be5589,0,1,1,1,1,1
case_df1c4e9f,1,1,1,1,1,1
case_6bcb7651,0,0,1,1,0,1
case_583b3828,1,1,1,1,1,1
case_45c306d4,1,1,1,0,0,1
case_67a99207,1,1,1,1,1,0
case_3d6400d0,1,1,1,1,1,1
case_a67da2e3,1,0,1,1,0,1
case_6233e018,1,1,1,1,1,1
case_49af55fc,0,1,1,1,1,1
case_d237b0d9,1,1,1,1,0,1
case_c163aee1,0,0,1,0,0,1
case_c1317b16,0,1,1,1,0,1
case_84fbc3d2,0,0,1,0,1,1
case_a3bdc1b4,1,0,1,1,1,0
case_e87ff50b,0,0,1,1,1,1
case_b43a0013,1,1,1,1,1,1
case_fe51b28c,0,1,1,1,1,1
case_8f95193c,1,1,1,1,0,1
case_c6afac40,1,0,1,1,0,1
case_dc77e968,1,1,1,1,1,1
case_913212a4,1,1,1,1,1,1
case_b2bb5c05,1,1,1,0,1,1
case_07df140a,0,1,1,1,1,1
case_e6e6223f,0,0,1,1,0,1
case_290c86b9,0,1,1,1,0,1
case_e54899a0,1,0,1,0,1,1
case_1cd29ef1,1,0,1,1,1,1
case_c737fd61,1,1,1,1,1,1
case_c3dfb532,0,1,1,1,1,1
case_84988bbd,0,1,0,1,1,1
case_ce25a8df,1,1,1,0,1,1
case_1bbfc205,1,0,1,1,1,1
case_22afcaf1,1,1,0,0,0,1
case_4719478f,1,1,0,0,1,1
case_931ba460,1,1,1,1,1,1
case_a5f8d22e,1,0,1,1,1,1
case_a2f3f969,1,0,1,1,1,1
case_cf8e4762,1,1,1,1,1,1
case_614038ee,1,1,0,1,1,1
case_b36df22b,0,0,1,1,1,0
case_4a8d1dfb,0,1,1,1,1,1
case_1afad1cb,0,0,1,1,1,1
case_5ca0bbd3,1,1,1,1,1,1
case_924d10eb,0,0,1,1,0,0
case_fc0b2b5b,1,0,1,1,1,1
case_67aef77c,1,1,1,1,0,1
case_c7cead68,0,0,1,1,1,1
case_15237ae8,0,0,1,1,0,0
case_868cb207,0,1,1,1,1,1
case_a6752a29,1,1,1,1,1,1
case_3d9150e1,1,0,1,0,0,1
case_434d77ed,1,1,1,1,0,1
case_ec742e2d,1,0,1,1,1,1
case_1dcf6d3b,1,1,1,1,1,1
case_4d6f6604,0,0,1,1,1,1
case_3bff5548,0,1,1,1,1,1
case_5e6e5e79,1,1,1,0,1,1
case_ad867739,1,1,1,0,1,1
case_e5dc2172,1,0,1,1,0,1
case_7cd26dca,0,1,1,1,1,1
case_9a61475e,1,0,1,1,1,0
case_9853698c,1,1,0,1,1,1
case_aba3ffb9,0,0,1,1,1,0
case_614f4dae,0,0,0,1,1,1
case_c34b77b3,1,1,1,0,1,1
case_30bb32fe,1,1,1,0,1,1
case_f2ae133d,1,1,1,1,1,1
case_835bd486,1,1,1,1,1,0
case_5cf0d952,0,0,1,0,0,1
case_410aa85e,1,0,1,1,1,1
case_7604a03b,0,0,1,1,1,0
case_28569a8a,1,0,1,1,1,1
case_869ad659,0,0,1,0,1,0
case_5e3f2b7b,1,0,1,1,1,1
case_8b8064eb,0,0,1,1,1,1
case_878866eb,1,1,1,1,1,1
case_485da6b3,0,1,1,0,1,0
case_6cc442a8,1,0,1,0,1,0
case_34a7b5c0,0,1,1,1,0,0
case_10ddf4b2,1,1,1,0,1,1
case_d54cedaa,0,0,1,1,1,0
case_77d051b9,1,1,0,1,0,1
case_6b222900,0,0,1,1,1,0
case_ee7f4e96,1,1,1,1,1,1
case_194a35be,0,0,1,0,0,1
case_98e17acd,1,1,1,1,1,1
case_0ee2c9f9,1,0,1,0,1,1
case_df25a6dc,1,0,1,0,1,1
case_b10db3fd,0,1,0,1,1,0
case_73413bfc,1,1,1,1,1,1
case_84a5eeb8,1,0,0,1,0,0
case_35d46aec,1,1,1,1,1,1
case_acb1d376,1,1,1,1,1,1
case_d83ef11e,1,0,0,0,0,1
case_4a5ea748,1,0,1,1,1,1
case_e6d6e34e,0,1,1,1,1,1
case_bca943ec,1,0,1,1,1,0
case_b276c004,1,1,1,1,0,1
case_53818c54,0,1,1,0,1,0
case_208d3e2a,1,0,1,0,1,1
case_57a882f5,0,1,1,0,1,0
case_2d53feb4,0,1,1,0,1,1
case_b433333e,1,1,1,1,0,1
case_43b23730,0,0,0,1,0,1
case_2a7850c0,0,1,0,0,1,1
case_0b8528cd,1,0,1,1,1,1
case_31f66835,1,1,1,1,1,1
case_f7f49686,1,0,1,0,0,0
case_eccff2d5,1,1,1,1,1,1
case_0dffe8f9,0,0,1,0,1,1
case_3d020d55,1,1,1,1,1,1
case_c5be31ed,1,1,1,1,0,0
case_0fa04a13,0,0,1,1,1,1
case_eb4cc7bf,1,1,1,1,1,1
case_dda7f865,0,0,1,0,1,0
case_4a37c523,1,1,1,1,1,1
case_0ee3eef5,1,1,1,1,0,1
case_dd473b9f,0,0,1,0,1,1
case_66b1f88a,0,1,1,0,1,1
case_5bc1a898,1,0,1,1,1,1
case_6ed4f6d0,0,0,1,0,1,1
case_73b9732b,1,1,0,1,0,1
case_a311a57c,1,1,1,1,1,1
