id,latent_payment_reliability,latent_liquidity,latent_digital_engagement,latent_price_sensitivity,latent_urgency,latent_customer_value,latent_retry_responsiveness,latent_delayed_retry_responsiveness,latent_message_responsiveness,latent_alternate_method_responsiveness,latent_human_escalation_responsiveness
cust_13ee55ed,0.5361407877880318,0.7032930079412346,0.20920615675855278,0.277672644165057,0.47293351137996065,2588.9223185257533,0.5043230447061995,0.1509566920393459,0.06483848755800782,0.5905244755608231,0.038072008014797445
cust_c7a1e382,0.8623240931234336,0.7327566933371752,0.464382519648757,0.23192171159807784,0.03728136433659311,98321.57743619659,0.2729024359468106,0.15057783713063955,0.2737951603546235,0.09652468253037275,0.5740528266085775
cust_50e6c10c,0.9861369162757927,0.5432739334057876,0.5363364179616407,0.6084235618533852,0.5503639346476332,18512.77676058538,0.030707219457935683,0.6488320269630988,0.19458010527986042,0.06533871922044533,0.21584095603360134
cust_126bc1d5,0.7229386121723044,0.5100446351975825,0.11987182345213179,0.18798208493088253,0.49520597310450043,129035.47130141161,0.2678229559365103,0.5872204087552068,0.05438361674027901,0.1476649859548109,0.6922226828214738
cust_67c81303,0.8460625818478278,0.406604976981137,0.22009547396769225,0.3800255240863723,0.1667087682515643,5849.492162736475,0.2922672358364884,0.28670558653574196,0.14666494684733836,0.3359922385544503,0.2916101854291618
cust_52d7e155,0.8120441659154876,0.2563842235831483,0.046650619281833096,0.36544850000213225,0.43232763837630767,2802.4987568929732,0.37788055232739415,0.4846541777251403,0.02720430448758006,0.16335619043200927,0.1845534085278142
cust_8d44c3db,0.6799003864131329,0.33556370822336845,0.2176449284860581,0.08302468938269407,0.17114021903051957,78041.32531340785,0.5912085394476311,0.3761591850057649,0.1275479421642341,0.2669435326107736,0.7723696760465617
cust_8fb5a521,0.8318798060781808,0.5604654969684495,0.6407876333414473,0.08504756832931908,0.23480746283295528,62993.98262222106,0.07942535700112043,0.4077281063898691,0.1661123892266402,0.2040825416121706,0.6575903223697466
cust_7f158e4d,0.8209241591498394,0.5906608435371277,0.19682331379822507,0.08905212156212243,0.23931547712708245,73031.74694635077,0.30217418672807844,0.9104407206556042,0.04546806124808073,0.26997177588198384,0.31062943931618914
cust_1abc6eb1,0.6991705467566676,0.634418746627727,0.5615230149637541,0.3712020841656611,0.014646712760903468,230799.1617564471,0.21444518931439724,0.5930243128301366,0.5052696350334867,0.16588596644498857,0.8083937192730484
cust_846f9476,0.6220745338436381,0.8862598674566192,0.3041115364366712,0.28443470278778993,0.49167118508722407,145405.22337956203,0.11069744281404645,0.5073141152338442,0.2384110978789788,0.2797069275043486,0.7338554258671282
cust_ecc08671,0.7684782308491629,0.47357504462435496,0.17321751781819525,0.29948100526649807,0.47293894975860534,4349.707815592088,0.25457187449886876,0.6924032642281613,0.040477937419737715,0.35465778547312304,0.02105768725080273
cust_10ca9e40,0.639694559407635,0.5795273413099772,0.2481135442286698,0.09891779309868202,0.529110659147493,9771.799892926794,0.5649246028319602,0.5940185697878252,0.22838065614336767,0.15250648489222546,0.11949212031469157
cust_e84a2d4d,0.8938081236833884,0.321155374246608,0.14234324263688933,0.19732649671815725,0.3173589158015941,21499.870602387487,0.09336567265849667,0.6303988259640699,0.08141413133605625,0.09546201583823533,0.060038447028444936
cust_c6e5c860,0.7346108668323295,0.8152657413953696,0.05532475212239747,0.38501714630197875,0.5814155395191136,31387.462114944614,0.4435501714571181,0.4988429603733361,0.022381768851563583,0.4534203335490231,0.010076576913844962
cust_138016c5,0.6862012052751716,0.5682736678717674,0.4348265207752834,0.3232259487828471,0.14658721337781055,590728.0902712359,0.4147754558890565,0.3961222223121681,0.32191046981366495,0.15246899707053652,0.7535692536528645
cust_983ac764,0.9200458924753812,0.6063893952062445,0.2745449455154981,0.5880888632570785,0.009685008730229127,38092.488786650734,0.4542385044526714,0.7672922262475455,0.24778007023476828,0.44369341397927853,0.04438490613596041
cust_83c9b465,0.5964520678085996,0.5106718720888161,0.29669001230429687,0.3860703069470394,0.22782674143306664,202667.30587538253,0.4816058715705435,0.39887004358745254,0.18156764328826497,0.16283736507115365,0.9838548283911324
cust_e8caa89e,0.7184266003948911,0.6428084924164802,0.41815867021110414,0.6064753972752488,0.15340073402534282,3215.539967265175,0.24374649502574236,0.6951823557971818,0.31876105365714547,0.34633983041484856,0.08397255379477016
cust_7cc68222,0.7441508898880583,0.5589743288402353,0.0938088011305312,0.19458005571248718,0.5665436924419209,488335.96496651217,0.6835454040314922,0.4567547130367015,0.05556032663539546,0.44608799024417894,0.6345585904452318
cust_cc302634,0.7403287456383015,0.5171230661598507,0.2665917719150782,0.1347492091185119,0.25109480198075323,3779.7389598725163,0.3809550992539064,0.41657127487532775,0.05566790463043806,0.24062873573106758,0.20551167452096392
cust_3082e5ff,0.5051070750084472,0.5076488893678986,0.5880225549503674,0.3964959288374275,0.8011157800397651,14475.19290024714,0.003319922616063024,0.4552930476802582,0.5520525160905766,0.45784317791529106,0.2458849256981126
cust_5afe5707,0.7340458546975082,0.5144915589711643,0.4267923085396794,0.43105975200733776,0.15317847574794316,12759.276921591494,0.4972042582628749,0.22032213900767353,0.2677994434110096,0.22457699099382383,0.06897474340378991
cust_a6e91c17,0.8159088664011114,0.7202984971706432,0.3686122374216173,0.3452684788554327,0.01605550495697266,5342.947692833088,0.1410303001761971,0.5739697384483666,0.17121712995184474,0.07040732036525435,0.021427178713488076
cust_723bb899,0.7106580346853681,0.6742391239955088,0.5315530375825233,0.4546816546770229,0.1173191692798344,17796.512861084007,0.3074409307225857,0.33458203330648184,0.3610330579244126,0.6022932373450235,0.2231427541775569
cust_8dff307b,0.7405886933761874,0.837225362023864,0.04423881382134025,0.0689142336246653,0.5317888221489034,30731.974148169924,0.25960859464806296,0.6934047976701696,0.020590400109064863,0.3795707088084706,0.1331043619265052
cust_ab856b03,0.7473303003105404,0.2791801246862372,0.2269968936978246,0.0791667251884865,0.3314651163238219,3069.6006039514004,0.18879751202053222,0.7201554553249127,0.1426339059197354,0.11417014385882789,0.11915892030659561
cust_60d9f7e8,0.5818445187940021,0.5800348321969545,0.21646939694879383,0.5358727485707212,0.048799063734483686,58150.26699883942,0.13174959207820217,0.285218479151265,0.15480452746957876,0.33209701724709473,0.9127988474139002
cust_b6ddb769,0.9573750867963798,0.24144864333559082,0.4492324285924122,0.19835638651967066,0.4478696372347283,32978.41237136956,0.2771113068558205,0.4052986021950616,0.37990962985936017,0.20102623141488735,0.28133314639503015
cust_4f512ab5,0.8983829291818851,0.2090278122995811,0.6175672160730772,0.3764688872061785,0.41799417421244217,39550.78480018578,0.23929328958553525,0.3625068984087943,0.3381490905881284,0.1363871096966352,0.15963151303494716
cust_84cc98f7,0.9000075569853275,0.8039986849436879,0.5446112836229684,0.5494319927876713,0.5073266236436265,13248.776663402605,0.27961396171524616,0.20958630840352843,0.41237711831328594,0.34345865252147195,0.20692387076575647
cust_f87a6c9c,0.7986227258615279,0.425212155914857,0.40904217767522777,0.39531445143977173,0.16401090433086382,2521.165502559107,0.10100953056453923,0.6349178438040404,0.30044534597780204,0.20315794029459874,0.22571687988242015
cust_e898e41a,0.45412564812408523,0.5357621107995996,0.7503040014515255,0.2784408959679925,0.5302113334449672,20676.80128532474,0.4909672050907274,0.7422126364888293,0.2834041266063825,0.4046679422399547,0.0571544340145491
cust_b21f7271,0.8695656423632281,0.34675376189848955,0.21597730135869672,0.290952839969633,0.0682805799042897,12529.028384406281,0.621256055359844,0.44126104357697643,0.12281899500402944,0.11102485274146653,0.01138607282950554
cust_ccc27fa5,0.852791054177988,0.5601426897368166,0.7375883258058782,0.2481250882689073,0.4937106759286915,50141.87339485174,0.05797177940464385,0.529357647425128,0.3877493522854308,0.04250858372625663,0.6074289184938374
cust_3edbb6b0,0.7896651118248146,0.3443588079443674,0.5079605867725253,0.3026445210414225,0.4774970834370071,273223.3888998925,0.6421697071281344,0.550312266816702,0.3568397786414122,0.26852232062067394,0.9307223415786002
cust_3275ecd5,0.6717159273069995,0.3504446851030982,0.7282293860376485,0.08212997717032769,0.5447045553994044,167401.85317214386,0.19167182555213966,0.7542281573000299,0.5763371433598262,0.20752432410860377,0.3144813503962824
cust_7e4589be,0.9300487650049081,0.24497826394220776,0.21756361854922956,0.36077984797631735,0.4648394797073212,3869.8093565082536,0.40701770178983043,0.49954881586148336,0.1270658107354843,0.08147702422090768,0.3643792120515377
cust_a8c90fb3,0.5936872294855895,0.3455897997145851,0.3379406250562519,0.1911886633837271,0.13683421939541038,207448.9193910426,0.4839201073737771,0.3541430512275148,0.2959821939945092,0.28311404648061983,0.6974710387033218
cust_4d9148bd,0.6452209454982287,0.42132765177344567,0.2400376274004539,0.2318301556753256,0.08235938469393862,6213.321877724691,0.2775969021151962,0.3427905363567117,0.21861037113675763,0.14409408987340888,0.18533958145486526
cust_1b48a357,0.8438139089840042,0.29565370349803655,0.47924815056151476,0.14894091472257498,0.4130082057601514,5474.488720579087,0.22871736727342046,0.4910352020746192,0.27732756709021594,0.21293650058752386,0.16030729221954737
cust_6e5cd44e,0.8465439775875031,0.6407042536477808,0.3631154859620123,0.1545533936078751,0.3392345471481261,17920.480358613466,0.501960357073694,0.3408522109696348,0.13294640118145765,0.09573200000118201,0.13934910440508766
cust_2b923b17,0.6476161024970195,0.6479368633466537,0.15819869236919853,0.1795801813159373,0.5663046040084926,1164.4255521782618,0.3898709106266233,0.08948888090474262,0.033840006456346335,0.22599888396894016,0.17522966926198308
cust_49664894,0.5981854598515122,0.1944827773151105,0.21012877596064722,0.3108044827528846,0.5368897574052253,87626.85501356653,0.4315644097590583,0.5960063488282018,0.1857505817906055,0.06811598202136501,0.39113715412229694
cust_6f062299,0.3305982662128886,0.9567009338121334,0.23352755966530414,0.2819056120527658,0.15697572320022554,19187.671550596096,0.5706569562739939,0.521373058831018,0.0716861217364358,0.48485525688671777,0.054833564206548106
cust_2d599ef6,0.7455903773537857,0.4172273149195362,0.3011757663559059,0.01258256231941252,0.1699430373076555,45684.642036035424,0.21536659067590574,0.4050080375106989,0.24520375365396824,0.37544038545905156,0.09040573551881467
cust_065620bc,0.7006471685156439,0.8055395277610847,0.46458645394440373,0.21658587279291552,0.04166792680855707,3607.363055996915,0.8045372716008606,0.6270916905621413,0.29994053788655034,0.6872166490997456,0.11569163651772096
cust_a8557bd0,0.42369637617328626,0.7757315921861854,0.727555665082727,0.29162176201501516,0.19969711586504263,26554.855593846205,0.4594362079046772,0.5204737434097164,0.5230311220347958,0.33509847293016454,0.22289533259253086
cust_75220adc,0.8816137237444795,0.5752938803066162,0.16076985685005135,0.5273306617558514,0.28964876788537214,33901.421593982624,0.5994125096097618,0.5949777480588626,0.1338979982962258,0.19827436380433722,0.12063103937562084
cust_b458f918,0.7106707397893303,0.6782601046335696,0.33971171748941414,0.5588267988550666,0.14321064568759417,6608.131626055832,0.12635204852251972,0.6888516908395025,0.26327374170717643,0.471956598070171,0.08814954992720941
cust_8b914917,0.8012651685583932,0.5153789775711619,0.5862370254027305,0.43531904240108293,0.06853944633620346,5509.814322463263,0.3834094556995059,0.6386628773900164,0.20239330210861128,0.370395282875668,0.09287961684229953
cust_4728c031,0.4827266473954049,0.22419880462964203,0.4828908257003191,0.2908121971145569,0.3229579364418297,7881.072078697084,0.42150669829358156,0.4350981492153378,0.361061170505685,0.05491671850697112,0.0006388270378002411
cust_58b72b9d,0.7310275843344283,0.3647106111706046,0.8240978573539469,0.7772905824994117,0.3832210136368524,9915.518629836677,0.2929059254148415,0.7423183785196487,0.5507724507861714,0.2131898156303776,0.350047943197448
cust_1e2a9884,0.9599026792781916,0.14092388575039055,0.5605973018284607,0.30463171424645535,0.46121250175675754,25421.552062604307,0.31977729817568756,0.3886015184078381,0.2882062171412873,0.059029936310547766,0.07733642262902525
cust_245a9d94,0.9377061171378271,0.458933416922937,0.32539884172300676,0.21957621045190084,0.323997187552259,47023.21854561113,0.17827960871316262,0.445526431795959,0.283463709169982,0.15521419378104473,0.13751112220497413
cust_3cf36ed2,0.5200773384557181,0.4361324835888661,0.4500068736718699,0.39866708685031954,0.1093707685765687,44485.612539550224,0.6095951987939838,0.4332732058312047,0.35301442942990807,0.33802920636135153,0.07759605832289615
cust_9daa477d,0.8322948610550663,0.8687140992867926,0.3839366992950285,0.104593802758143,0.37495344690973215,76544.46752267411,0.05990784451801893,0.6358726501657874,0.2778048778393367,0.41183495882494264,0.44581833829762446
cust_47f9f8c2,0.9204506322545386,0.17463140073608377,0.47842134537197356,0.05940747756061887,0.4832761026379821,77137.74125872055,0.5316544398284268,0.368394030380711,0.2726540793236629,0.024821079368923457,0.548615007396646
