case_id,customer_id,amount_paise,payment_method,failure_code,time_since_failure_minutes,incident_id,historical_payment_success_rate,customer_value_band,engagement_score,assigned_action,propensity,eligible_actions,policy_version,y_observed,split
case_e8f616a0,cust_68a37430,18010,upi,NETWORK_ERROR,13,,0.7107544174094002,medium,0.6138921569956832,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_ef5a7b4f,cust_771832c0,10633,netbanking,BANK_TIMEOUT,56,,0.8490424575639963,low,0.43651179373576166,5,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_e4591d94,cust_b95fd4ab,120905,card,BANK_DECLINE,87,,0.6261761310377729,low,0.5273616624693849,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_8dec5ad6,cust_2e3f8fae,458389,upi,BANK_TIMEOUT,25,,0.8695555539961806,low,0.37643441450521786,3,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,val
case_ca73717a,cust_2dd80aba,5080,upi,BANK_TIMEOUT,78,,0.744384722641788,medium,0.17325016583232267,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_d5ce003c,cust_a64afcfb,34790,card,BANK_DECLINE,1,,0.7721280268033061,low,0.19828377682167075,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_568edd8f,cust_836a2188,68461,upi,BANK_TIMEOUT,3,,0.823932120056312,low,0.2370243440322824,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_30681af0,cust_e2d536d4,13833,upi,INSUFFICIENT_FUNDS,9,,0.6592846187902255,low,0.196597150988637,5,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_665a1237,cust_be85a112,47092,card,NETWORK_ERROR,18,,0.8001491527464744,low,0.04344697898471661,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,val
case_418ac49c,cust_3e5b1132,26822,netbanking,NETWORK_ERROR,20,,0.7035677024954111,medium,0.05169116527733729,2,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_3bfd2668,cust_b0732a96,146135,upi,INSUFFICIENT_FUNDS,49,,0.9060549651522254,low,0.5489438314452972,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_4e19bd47,cust_0662581f,34359,upi,INSUFFICIENT_FUNDS,17,,0.8674501145794323,low,0.29237119674326495,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_15900730,cust_351b052a,284106,upi,NETWORK_ERROR,17,,0.6083065218894721,low,0.31770784178817224,2,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,val
case_19400a60,cust_d93cf6db,11710,upi,INSUFFICIENT_FUNDS,1,,0.5204151123849018,low,0.2718496093151902,1,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,train
case_75dae617,cust_2e287e5b,15638,card,INSUFFICIENT_FUNDS,28,,0.767870645645505,low,0.4929669908425982,2,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_9171268e,cust_202394c2,120477,upi,INSUFFICIENT_FUNDS,8,,0.6727952592286762,low,0.4463007295790824,3,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_e20b4df3,cust_3b31907d,149380,upi,BANK_TIMEOUT,29,,0.5831632132345435,medium,0.6730509759034378,1,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_affed11b,cust_06498225,598108,upi,INSUFFICIENT_FUNDS,4,,0.7184455001193654,low,0.14940969714050356,2,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_16a287d3,cust_0055c7a4,233679,upi,NETWORK_ERROR,35,,1.0,low,0.1815607394609145,3,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_084f5324,cust_e4b361c4,87980,upi,BANK_TIMEOUT,74,,0.782098772349944,low,0.5022787274965479,3,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,val
case_aaa215b9,cust_da6151af,53906,upi,BANK_TIMEOUT,7,,0.9294844910228759,low,0.506294046849241,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_dae6acff,cust_7e78452a,396989,upi,NETWORK_ERROR,69,,0.4693008347452281,low,0.077552339739225,2,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,test
case_19cc052f,cust_f8b5c547,219275,card,INSUFFICIENT_FUNDS,12,,0.38933867071438805,low,0.680183526780403,2,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_35228a6d,cust_a9d4979b,37483,upi,NETWORK_ERROR,44,,0.7627097683319031,low,0.15904653838831528,1,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,test
case_f45e35da,cust_019e3b2c,44698,upi,BANK_TIMEOUT,74,,0.6446738622670145,medium,0.4023039081266211,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,test
case_de7e1a59,cust_22ee3f61,817951,upi,BANK_TIMEOUT,59,,0.7907427060267836,low,0.6197702447044035,5,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_99e957a0,cust_9548aaf8,85786,upi,BANK_TIMEOUT,69,,0.7101469766542474,low,0.02619778832759531,5,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,test
case_affd6f9b,cust_d5c210f8,88005,upi,INSUFFICIENT_FUNDS,9,,0.9713419851004309,high,0.20939207646788988,2,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_6acddd5c,cust_18e1716d,24670,upi,BANK_TIMEOUT,42,,0.7596971574706066,low,0.44306281475553255,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,test
case_3bd706f0,cust_45478bbd,162523,netbanking,BANK_DECLINE,21,,1.0,low,0.12899524212779342,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_520e5948,cust_92fe2ed6,231169,card,BANK_DECLINE,76,,0.5298088144741993,medium,0.384077352468852,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,train
case_e3c460e8,cust_e27a510c,33229,upi,INSUFFICIENT_FUNDS,12,,0.771719622121825,low,0.25336957376589786,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_0439da47,cust_131201c0,75535,upi,BANK_TIMEOUT,41,,0.41292506042388843,medium,0.3208734818900304,1,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,val
case_f2d1bfcb,cust_292ec027,67728,upi,INSUFFICIENT_FUNDS,41,,0.8429609823869194,low,0.4154508360621734,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,val
case_27693ae8,cust_0ef4cbf6,31972,card,BANK_DECLINE,7,,0.4818652493998944,low,0.7415955904589984,2,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_56cbe062,cust_be6a4977,50727,upi,INSUFFICIENT_FUNDS,19,,0.6128486536153472,low,0.41737962132043227,2,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_fdf99afb,cust_b6adc6be,335947,upi,BANK_TIMEOUT,10,,0.8364091410022774,low,0.42342831702195405,2,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_b1a776e4,cust_4b357761,92486,upi,INSUFFICIENT_FUNDS,18,,0.8150640099858529,low,0.31065421383752434,3,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
