case_id,customer_id,amount_paise,payment_method,failure_code,time_since_failure_minutes,incident_id,historical_payment_success_rate,customer_value_band,engagement_score,assigned_action,propensity,eligible_actions,policy_version,y_observed,split
case_12fc0e6e,cust_e35c08e2,173146,card,INSUFFICIENT_FUNDS,181,,0.8679420083321985,low,0.43525180647052153,5,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_23058dbc,cust_5ec95b56,125857,netbanking,BANK_DECLINE,3,,0.4896178996215652,low,0.3551724247847528,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,train
case_f95afecb,cust_a392d08c,89676,upi,NETWORK_ERROR,7,,0.9450519916573599,low,0.24670970970881,1,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,test
case_57be2bda,cust_88ff19b7,233061,upi,INSUFFICIENT_FUNDS,34,,0.6191346454620309,medium,0.303354546970946,5,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,test
case_0fde51ac,cust_fef38dbf,95994,upi,NETWORK_ERROR,11,,0.8784080510864519,medium,0.6410426199193929,1,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_b7d8d478,cust_2c6afd34,608064,card,INSUFFICIENT_FUNDS,22,,0.6128829345387747,low,0.4285449929443637,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_6a85ff89,cust_cc1ad52c,81878,upi,NETWORK_ERROR,1,,0.7154079694304984,low,0.4988782585018239,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_1fab86a2,cust_720ea2d9,13150,upi,NETWORK_ERROR,27,,0.7803916588889522,high,0.23104664614170217,1,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_4801c8e4,cust_422c20ab,305740,upi,NETWORK_ERROR,14,,0.758298421262065,low,0.6198223687612802,1,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_0a414fbe,cust_44eda95a,487196,upi,NETWORK_ERROR,14,,0.7323305220780695,low,0.025745481123076716,5,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_0eaebd9b,cust_f4ee8526,121118,upi,NETWORK_ERROR,7,,0.8377062761986027,low,0.1783179626031946,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,test
case_6def142e,cust_4d231c72,47149,upi,NETWORK_ERROR,37,,0.7158869217284154,medium,0.14284572655341554,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,test
case_810a1ea0,cust_e74112a5,97994,netbanking,BANK_DECLINE,22,,0.8737845016984027,low,0.14445846738557383,5,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_c869b52a,cust_d12294aa,985615,upi,NETWORK_ERROR,7,,0.8990578972288155,medium,0.6028787070402093,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_1e891d89,cust_2f8877aa,147599,upi,BANK_TIMEOUT,35,,0.38804523092333804,low,0.1935498228621365,3,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_7978341c,cust_3851a809,80780,upi,BANK_TIMEOUT,111,,0.6554903764361727,low,0.4087369866009587,1,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,val
case_69553891,cust_123ae351,84659,card,NETWORK_ERROR,251,,0.7359009941139179,low,0.2768487074627885,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,train
case_bdf95d3a,cust_08c9d12c,33775,upi,INSUFFICIENT_FUNDS,0,,0.32647297587757185,medium,0.2859163203195427,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_aac8c742,cust_81e7049f,117828,upi,NETWORK_ERROR,5,,0.8222303554189029,low,0.8027074513053372,5,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,test
case_95e52670,cust_c23fac8e,403516,card,BANK_DECLINE,16,,1.0,high,0.5144089415694181,3,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_3a2dcc0a,cust_fe64817d,18679,netbanking,BANK_DECLINE,11,,0.44666647087136035,low,0.225764179805095,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,val
case_af54f70e,cust_c9a50dad,57271,upi,INSUFFICIENT_FUNDS,48,,0.8570970261908941,low,0.5174537949205535,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_237cd060,cust_d6524a80,709206,upi,NETWORK_ERROR,41,,0.7497350560786209,low,0.7649348029999388,5,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_10078a03,cust_c02af84b,247884,upi,BANK_TIMEOUT,11,,0.6675416869078907,low,0.4573851371453657,3,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_33cc6268,cust_349556e3,95844,upi,INSUFFICIENT_FUNDS,18,,0.6670535620399148,low,0.0684087725882753,1,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,train
case_c768a7de,cust_4a3d67ca,32474,upi,NETWORK_ERROR,38,,0.7704237886337426,high,0.45306592105449983,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_13d3bee5,cust_167f71b8,278890,card,BANK_DECLINE,4,,0.7393606000906028,high,0.08757158605669756,3,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
