case_id,y_0,y_1,y_2,y_3,y_4,y_5
case_11f9f257,0,1,0,1,1,1
case_acb5c19a,0,0,1,1,1,1
case_a4bfb3b8,0,1,1,1,1,0
case_ead394e9,1,0,1,1,1,1
case_60110106,0,1,1,0,0,1
case_deaabdef,1,1,1,1,0,0
case_55c26bcc,1,1,1,1,1,1
case_1c32c89b,0,0,1,1,0,1
case_a3c941e4,1,0,1,1,1,1
case_e01dce57,0,0,1,1,0,1
case_37053169,0,0,1,1,1,1
case_c24e1f8b,1,1,0,1,1,1
case_9c7cdf08,1,1,0,1,1,1
case_a925e728,0,1,1,1,1,0
case_53380c28,0,1,1,1,1,0
case_78cdec5d,1,1,0,1,0,0
case_7647c6b6,1,1,1,1,1,1
case_d897f825,1,0,0,1,0,0
case_5dc0ded6,1,0,1,1,1,0
case_cf4d8b62,1,0,1,1,1,1
case_5d8d7ee3,0,0,1,0,1,1
case_01ddd7d7,0,1,1,1,1,1
case_73555384,1,0,1,1,0,1
case_bddc9570,1,1,1,1,1,1
case_69476ba9,0,0,1,0,1,1
case_575a9456,1,0,1,1,1,0
case_f08fa236,0,1,1,0,0,0
case_ddb95c8e,1,1,0,0,1,0
case_9cf9c153,1,1,1,1,1,1
case_39f19668,1,1,1,0,0,1
case_9e4c88b9,0,1,1,1,0,1
case_1f7c8fd1,1,1,1,1,1,1
case_a1b7997f,1,0,1,1,1,1
case_2409549f,1,1,1,1,0,1
case_dfc587a6,1,1,0,0,0,1
case_2dfaa64a,0,0,1,1,1,1
case_a57c6a0b,1,0,1,1,0,0
case_a7574438,0,1,1,0,0,1
case_5f870008,1,1,1,0,0,1
case_e5c4bef3,1,1,1,1,1,1
case_aa7791e6,1,1,1,1,1,1
case_28a31c95,0,0,1,1,1,1
case_78bd01be,0,1,1,1,1,1
case_7ac26c3b,1,1,1,1,1,0
case_6b094b36,1,1,1,1,1,1
case_c6dea698,0,1,1,0,1,0
case_8ed575ae,1,1,1,1,1,1
case_40eb5bec,0,0,1,1,0,1
case_1ea9989c,1,1,1,0,1,1
case_c608cece,0,1,0,1,1,1
case_465723a5,1,1,1,1,1,1
case_3ac6d66b,1,1,0,1,1,1
case_2ff59a6a,1,1,1,1,0,1
case_65bf6ee9,1,0,1,0,0,1
case_b3a61f2b,1,1,1,1,1,0
case_1c008200,1,0,0,1,1,1
case_c26293dc,1,1,1,1,1,1
case_686144df,1,0,1,0,1,0
case_62dc4cea,0,1,1,1,0,1
case_e8677a28,1,1,1,1,1,1
case_3682ae95,1,0,1,1,1,1
case_954692c9,1,1,1,1,1,1
case_69ccaf49,1,0,0,1,1,1
case_0b3eecf1,0,0,1,1,1,1
case_66db4211,0,1,1,0,1,0
case_363f3f1d,1,1,1,1,1,1
case_d12a5a3e,1,0,0,0,0,0
case_f4455375,1,0,1,1,0,1
case_64693d30,1,1,0,1,1,1
case_abf8450c,1,0,1,1,0,1
case_741a2187,1,1,1,0,0,1
case_d1952c17,1,1,1,1,1,0
case_8e1ec9e1,1,0,1,1,1,1
case_51a3aaf1,1,0,1,0,1,1
case_df234c91,1,0,1,1,1,0
case_72742e7f,1,0,1,0,1,1
case_bf0aacfe,1,1,1,1,1,1
case_efee1314,0,1,1,1,1,1
case_963f5076,1,1,1,0,0,1
case_91331116,0,0,1,1,1,1
case_857e008d,1,1,1,1,0,1
case_7405dc1c,0,0,1,1,1,1
case_641f8c46,0,0,1,1,0,1
case_597d809b,1,1,1,1,1,1
case_6b2bdb21,1,1,1,1,1,1
case_43c3e3d0,1,0,1,1,1,0
case_a40c550f,1,1,1,1,0,1
case_d23c824f,1,0,1,0,1,0
case_50be3b44,1,1,1,1,1,1
case_7b50a218,1,0,1,1,1,1
case_4cf43488,1,1,1,1,1,1
case_b2d14041,0,0,1,0,0,0
case_6aeaf154,0,1,1,1,0,0
case_f5cd28c0,1,0,1,1,1,1
case_652aa43c,1,1,1,1,1,1
case_5fc1be87,1,0,1,1,1,1
case_3b496083,1,0,1,1,1,1
case_393b82a0,0,1,1,1,1,1
case_8c85605e,1,1,1,1,1,1
case_c10fd2d1,1,0,1,0,1,1
case_44550370,0,1,1,1,1,1
case_093b2192,1,1,1,1,1,1
case_e9162cde,1,0,1,1,1,1
case_1778dda3,1,0,1,1,0,1
case_a8c56aa8,0,1,1,1,0,1
case_f28be650,0,1,1,1,1,0
case_2b4be3c8,0,0,0,0,1,1
case_b7a9c2ee,1,1,0,0,0,1
case_e676e8a2,0,1,1,1,1,1
case_76ac42cf,1,1,1,1,1,1
case_830fed66,1,0,1,1,0,1
case_3b0773b7,0,0,1,1,0,1
case_f4553eef,1,0,1,0,1,1
case_e45a6167,1,1,1,1,1,1
case_8f71be73,0,1,1,0,0,0
case_55492c42,1,1,1,1,1,1
case_a62e6a93,1,0,1,1,1,0
case_898ec9d0,1,1,1,1,1,1
case_69c48a19,0,1,1,1,1,1
case_684404d3,1,1,1,0,1,1
case_b57bdbb7,1,1,1,1,1,1
case_3ea64215,0,0,1,0,1,1
case_9d8576e3,0,0,1,0,0,0
case_51eada11,1,1,1,1,1,1
case_becaee83,1,1,1,1,0,0
case_cbdb2438,0,0,1,0,1,1
case_90d1bb7f,1,0,1,1,1,1
case_59062f3e,1,0,1,1,0,1
case_35727bac,1,1,1,1,0,1
case_cddb4d94,0,1,1,0,0,1
case_f777c067,1,1,0,0,1,0
case_2de5a541,1,1,1,1,1,1
case_2e0278a9,0,1,0,1,1,1
case_35b30519,0,0,1,1,0,0
case_37716e01,1,1,1,0,0,0
case_1b129090,1,1,0,1,1,1
case_0c1023a3,1,0,1,1,0,1
case_3b0d1e6b,1,1,1,1,1,1
case_d34fadfb,0,1,1,1,1,1
case_cf09b964,0,0,1,1,0,1
case_f7740a5f,0,1,0,0,1,1
case_34418ec9,1,1,1,1,1,1
case_a6dc0a3d,1,0,1,1,1,1
case_703cc965,1,1,1,0,1,1
case_28dc9fa8,1,1,1,0,1,1
case_c8ae7155,0,1,1,1,0,1
case_2ea943c3,1,0,0,0,0,1
case_3007b1b8,1,1,1,1,1,1
case_e3be8b4b,1,1,1,0,0,0
case_8b6681b2,0,0,1,1,0,1
case_9959cf5a,0,1,1,1,1,1
case_b6dce9e0,1,1,1,1,1,1
case_fcc04443,1,1,1,1,0,1
case_b3356bfc,1,0,1,1,1,1
case_54c13b0e,1,0,1,1,0,1
case_caec472c,1,0,1,1,0,0
case_76b5ae5a,0,0,0,0,0,1
case_e7f49383,1,0,1,1,1,1
case_f5bec040,1,1,1,1,1,1
case_071c1640,0,0,1,0,1,1
case_bac78e54,1,1,1,1,1,1
case_d0c326a2,0,1,1,1,0,0
case_5518b82c,0,0,1,0,1,1
case_25a2e577,1,0,1,1,0,1
