case_id,customer_id,amount_paise,payment_method,failure_code,time_since_failure_minutes,incident_id,historical_payment_success_rate,customer_value_band,engagement_score,assigned_action,propensity,eligible_actions,policy_version,y_observed,split
case_fddd965f,cust_a261585b,162588,card,INSUFFICIENT_FUNDS,10,,1.0,low,0.8530582200245743,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,train
case_8758cf0c,cust_da30f731,51078,upi,BANK_TIMEOUT,20,,0.87227451558121,high,0.515922574718782,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_53573284,cust_d2f1b6cd,49132,upi,BANK_TIMEOUT,5,,0.3190674452933912,low,0.4189987074609576,1,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_499a1ad7,cust_8b993428,272441,upi,INSUFFICIENT_FUNDS,30,,0.5412071938691725,low,0.4341882986175563,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,train
case_902bc489,cust_756eeef7,137266,upi,BANK_TIMEOUT,30,,0.893673239303601,low,0.1019739566393143,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_994ca67c,cust_c1ab5960,15890,upi,INSUFFICIENT_FUNDS,65,,0.7845011659657898,medium,0.3488356101421589,3,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_caffe7a2,cust_a55f3f5f,2129564,card,BANK_DECLINE,14,,0.839867087689187,medium,0.4244655431721738,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,train
case_d8a1d65a,cust_5641aefc,283539,card,NETWORK_ERROR,46,,0.5551269689940114,medium,0.23387487681572036,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_0e119789,cust_c82bd5de,91301,upi,INSUFFICIENT_FUNDS,50,,0.7932319246597721,low,0.3916819275424678,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_d2b2bdd1,cust_54f0fe61,30178,card,INSUFFICIENT_FUNDS,20,,0.8277156994540873,low,0.13515868638113443,3,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,train
case_e82118dd,cust_2c28b65a,15484,upi,BANK_TIMEOUT,33,,0.7437029952954937,high,0.6572458828457963,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_b9ba13b2,cust_e1e51492,133716,upi,NETWORK_ERROR,89,,0.8693081772704252,low,0.12711181061921883,1,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,test
case_163e0675,cust_3263a6fc,52190,upi,BANK_TIMEOUT,46,,0.8363686105869541,low,0.34567272136434546,3,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,test
