case_id,y_0,y_1,y_2,y_3,y_4,y_5
case_12fc0e6e,1,0,1,1,1,1
case_23058dbc,1,0,1,1,0,0
case_f95afecb,1,1,1,1,1,1
case_57be2bda,0,1,1,1,1,1
case_0fde51ac,1,1,1,1,1,1
case_b7d8d478,1,0,1,1,1,1
case_6a85ff89,1,0,1,1,1,1
case_1fab86a2,1,1,1,1,1,1
case_4801c8e4,1,1,1,1,1,1
case_0a414fbe,1,1,1,1,1,1
case_0eaebd9b,1,1,1,1,1,1
case_6def142e,1,1,1,1,1,1
case_810a1ea0,0,0,1,1,1,1
case_c869b52a,0,1,1,1,1,1
case_1e891d89,1,1,1,1,1,1
case_7978341c,1,1,1,1,1,1
case_69553891,0,1,1,1,0,1
case_bdf95d3a,1,0,1,1,1,1
case_aac8c742,1,1,1,1,0,1
case_95e52670,0,1,1,1,1,1
case_3a2dcc0a,0,1,1,0,0,1
case_af54f70e,1,1,1,1,1,0
case_237cd060,1,1,1,1,1,1
case_10078a03,1,1,1,1,1,1
case_33cc6268,0,0,1,1,0,0
case_c768a7de,1,1,1,1,1,1
case_13d3bee5,0,0,0,1,0,0
case_e9412e68,1,1,1,1,1,1
case_9b5ee420,1,1,1,1,1,1
case_1862d0d5,0,1,1,0,1,1
case_003d7e05,1,1,1,1,1,1
case_a723e70e,1,1,1,1,1,1
case_c1fa67ca,1,1,1,1,1,1
case_3ae10da0,1,0,1,1,1,1
case_395677b8,0,1,1,1,0,0
case_fe121d00,0,1,0,0,0,0
case_9dca5a41,1,1,1,1,1,1
case_5745e8d4,1,1,1,1,1,1
case_7393507e,1,1,1,1,0,1
case_b670381e,1,0,0,0,0,1
case_1dd3862f,0,1,1,1,0,0
case_e4871db3,0,1,1,1,1,1
case_9bb20fb0,1,0,0,1,1,1
case_61ee62e0,1,1,1,1,0,1
case_e59818b9,0,0,1,1,0,1
case_4e712949,1,1,1,0,1,0
case_5feec748,0,0,1,0,0,1
case_1f256f10,1,1,1,1,1,1
case_b7958c15,1,1,1,1,0,0
case_40d5bf79,0,1,1,1,1,1
case_88581787,1,1,1,1,1,1
case_16c67062,0,0,1,1,1,1
case_6de4e502,0,0,1,1,0,1
case_baca984b,0,1,1,1,1,0
case_7d4da14c,1,1,0,0,0,1
case_639b819d,1,1,1,1,1,1
case_668df60f,0,1,1,0,0,0
case_1c5fb69e,0,1,1,1,1,1
case_ea7f9fdd,1,1,1,1,1,1
case_ca92bc4a,0,0,1,1,1,1
case_38a1cd83,0,1,1,0,1,1
case_d60ef3fc,1,1,1,1,1,1
case_3af8c78a,1,1,1,1,0,1
case_aa32d3c2,0,0,1,0,0,1
case_18424a79,1,1,1,1,1,1
case_db2d79de,1,1,1,1,1,1
case_63522f9d,1,1,1,1,1,1
case_dad2081d,1,1,1,1,1,1
case_07b42854,1,1,0,1,1,1
case_b0814430,1,0,1,0,1,1
case_4f775600,0,0,1,0,0,1
case_d76cb7af,1,1,1,1,1,1
case_e82b4e34,1,1,1,1,1,1
case_1f1cb289,1,1,1,1,1,1
case_be900743,1,1,1,1,1,1
case_45d738be,0,0,1,0,1,1
case_c01e6b73,0,1,0,1,0,1
case_13f07aee,0,1,1,1,0,1
case_d3656060,1,1,0,1,1,1
case_583e7626,1,0,1,1,1,1
case_192e3fdc,0,0,0,1,0,1
case_86ace223,0,1,1,0,1,1
case_a44559cc,1,0,1,1,1,0
case_a831df94,0,0,1,1,0,1
case_c019ca7c,1,1,1,1,1,1
case_25ee4f35,1,1,1,1,1,1
case_14ea3177,1,1,1,1,1,1
case_07f3ea2f,1,1,1,1,0,0
case_57b9680c,0,0,1,0,0,0
case_b90be94b,1,0,1,1,1,1
case_2689aea7,0,1,1,1,1,1
case_e3eda0be,0,0,1,1,1,0
case_eee59630,1,1,1,1,1,1
case_3bd6e05e,1,1,0,1,1,1
case_e9328a51,0,0,1,0,0,1
case_97f1e438,1,0,1,0,1,1
case_895716b0,0,1,1,1,1,1
case_fd489e08,1,1,1,1,1,0
case_aa08a3fe,1,1,1,1,1,0
case_d3dfff8a,1,1,1,1,1,1
case_3357fc71,0,0,0,1,1,1
case_4d2e6bb6,1,1,1,1,0,0
case_57860a55,0,1,0,1,0,1
case_c8179c4e,1,1,1,1,0,1
case_3ddb40db,1,1,0,1,1,1
case_1ec94125,1,1,1,1,1,1
case_d1373a22,0,0,1,1,1,1
case_7c6b4c90,1,1,1,1,1,1
case_98936e52,1,1,1,1,1,1
case_95a720f1,0,1,1,1,1,1
case_fee5e675,0,1,0,0,1,0
case_cfc5d5a0,0,1,0,1,1,0
case_5f86578b,0,0,1,0,1,0
case_e120384e,1,1,1,1,1,1
case_7283623d,1,0,1,0,1,1
case_69be73e6,0,0,1,0,0,1
case_8d604806,0,0,1,0,1,1
case_48a1081d,1,0,1,1,1,1
case_ea20d9c1,0,1,1,1,1,1
case_d5c32545,0,1,1,1,0,1
case_5d2e0fba,1,1,1,0,1,1
case_83adf23d,0,0,1,1,0,1
case_517e9e90,0,1,0,1,0,1
case_14b98435,1,1,1,0,1,1
case_3e06ace2,1,1,1,1,1,1
case_5170b903,0,0,1,1,1,0
case_b1192b41,0,0,1,0,1,1
case_d679ea23,0,0,1,0,0,1
case_3b0d0c3e,1,0,1,0,1,1
case_bbd3e07a,0,1,1,1,1,1
case_22bea1d5,1,1,1,1,1,1
case_d7681418,0,1,0,0,1,0
case_6c7b1b37,1,1,0,0,1,1
case_7f4bfad5,1,1,1,1,1,1
case_05f15a7b,0,0,1,1,0,1
case_4d830904,0,0,1,1,1,1
case_2e0ac170,0,0,1,0,1,1
case_8f6c8c97,1,0,1,0,0,0
case_668c8442,1,1,1,0,1,1
case_493f9dca,1,0,1,1,1,1
case_d17cfd04,1,0,1,1,1,1
case_7f231ebb,1,1,0,1,0,1
case_368fa3df,1,1,1,1,0,0
case_72e7a68a,1,1,1,1,1,1
case_5d298190,1,1,1,1,1,1
case_f9168933,1,0,1,1,1,1
case_2d781e65,1,1,1,1,1,1
case_b239454c,0,0,1,1,1,1
case_d5fca4da,1,1,1,1,1,1
case_2246cec4,1,1,1,1,1,0
case_e678b1b1,1,1,1,1,0,1
case_1c1c1af8,1,1,1,0,0,1
case_3c7ace44,1,1,1,1,1,1
case_d787e414,1,1,1,1,1,0
case_f761cb9c,1,0,1,1,1,1
case_e815723e,1,1,1,1,1,1
case_69fd401f,0,1,1,0,1,1
case_4f461e58,1,0,1,1,1,1
case_a9b06317,1,1,1,1,1,1
case_c239185a,1,0,1,0,0,1
case_4e95a621,0,0,1,0,1,1
case_78c0d88c,1,0,1,1,1,1
case_22c2c683,0,0,0,0,1,0
case_82d52df1,1,1,1,1,1,1
case_cd5a0631,1,1,1,1,1,1
case_298ee356,0,0,0,1,0,0
case_82963e96,1,1,1,1,0,1
case_4e319d13,1,0,1,0,1,0
case_b3cc6394,1,1,1,1,1,1
case_34a4ccc3,1,1,1,1,1,1
case_396059be,0,0,1,1,1,1
case_e3d7a5a7,0,1,1,0,0,1
case_a15027fa,1,1,1,1,1,1
case_1fc4ed24,1,1,1,1,1,0
case_61af4071,1,0,1,1,1,0
case_588311f1,1,1,1,1,1,0
case_54806932,1,0,1,1,0,0
case_4e942b17,0,1,1,1,1,1
case_a6f5d74b,1,0,1,1,1,1
case_eb5f0aae,1,1,1,1,0,1
case_9baef6f6,1,0,1,0,1,0
case_729f9494,0,1,1,0,1,1
case_6dcebf2f,1,0,0,1,1,1
case_fdf0ac2d,0,0,1,1,0,1
case_0775779d,1,0,1,0,1,0
case_5cb8e274,1,0,1,0,0,0
case_9e03550c,1,0,1,1,1,1
case_5d40de6c,1,1,1,1,1,1
case_6cd94ca4,1,0,1,1,1,1
case_dab97ed6,1,0,0,0,0,0
case_cf4a607f,1,1,1,1,1,1
case_bc68e96d,1,0,1,1,1,1
case_dd8999a5,1,1,1,1,1,1
case_a7191382,1,1,1,1,1,1
case_3adc2bc5,1,0,1,1,1,1
case_83c6f5e8,1,1,1,1,1,1
case_9bd1858e,0,1,1,1,1,0
case_a99d876e,1,1,1,1,1,1
case_bea6e4e9,1,1,1,0,1,0
case_951e8baf,1,1,1,1,1,1
case_d54e9382,1,0,1,1,1,1
case_b48f0b35,0,1,1,0,1,1
case_fac30bd5,1,1,1,1,1,0
case_fa1009bc,1,1,1,1,1,1
case_3ca9dad9,0,0,1,0,0,0
case_480d441f,0,0,1,1,1,1
case_8c8e5f18,0,1,1,1,1,1
case_feb36d12,0,1,1,1,1,1
case_7ce48391,1,1,1,1,1,1
case_4ca464d2,1,1,1,1,1,1
case_587770a3,1,0,1,1,1,1
case_a77b99c9,1,1,1,0,1,0
case_715d4513,1,0,1,1,0,0
case_0932f766,1,0,1,0,1,1
