case_id,customer_id,amount_paise,payment_method,failure_code,time_since_failure_minutes,incident_id,historical_payment_success_rate,customer_value_band,engagement_score,assigned_action,propensity,eligible_actions,policy_version,y_observed,split
case_3c8d21ec,cust_c7675400,34527,upi,BANK_TIMEOUT,64,,0.6172663372935842,low,0.2406993774242778,2,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_3f101808,cust_83a471ff,262829,upi,INSUFFICIENT_FUNDS,28,,1.0,low,0.09476091695911751,5,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_1978a635,cust_580a1a47,31107,netbanking,BANK_TIMEOUT,30,,0.4210209241859504,low,0.32963760847444745,3,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,train
case_4acd543b,cust_512f908a,49829,upi,NETWORK_ERROR,4,,0.5727079261081727,low,0.5267563779631335,5,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,val
case_972fadf3,cust_44bed33d,243797,upi,BANK_TIMEOUT,11,,0.8488418440343083,low,0.23638264253388733,1,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,test
case_3a074563,cust_e549bb39,434619,card,BANK_TIMEOUT,49,,0.4460858857413501,low,0.5257038548273134,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,test
case_37a93459,cust_b0ce559c,42447,upi,NETWORK_ERROR,7,,0.5765390996550104,high,0.22517732072696964,2,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_b9ebd22c,cust_38e6c82e,822590,netbanking,BANK_DECLINE,29,,0.8542100923588319,low,0.4464091806135556,1,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,test
case_ea4c0c04,cust_44039b27,806707,upi,INSUFFICIENT_FUNDS,22,,0.6786597380818705,low,0.2140356790634979,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,val
case_af6bc364,cust_347a1428,136294,card,BANK_DECLINE,0,,0.7290889930981097,low,0.3832195694921522,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,val
case_624eb391,cust_fd4aaf1b,8996,netbanking,BANK_DECLINE,21,,0.8471113241963965,low,0.5068943247675199,2,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_ad05ec32,cust_13c7a6cd,102547,upi,NETWORK_ERROR,4,,0.6977738232864121,high,0.5009481130116575,1,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_96a36519,cust_c2d01712,421040,upi,INSUFFICIENT_FUNDS,34,,0.8307068667729451,medium,0.8167596311908323,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_8252c751,cust_96873c57,152138,upi,INSUFFICIENT_FUNDS,46,,0.8436066573558577,low,0.3517225022113725,1,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,train
case_b932eb08,cust_d2459857,157593,card,BANK_DECLINE,11,,0.8663725459998738,low,0.0,3,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,val
case_8496e1c9,cust_5cb9b308,30441,card,BANK_DECLINE,23,,0.9215985864489652,medium,0.0,5,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_0bc42479,cust_a387ddda,273199,upi,INSUFFICIENT_FUNDS,29,,0.4466602758672833,medium,0.48259983855114996,2,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_5ec70fde,cust_a49b7b8b,158919,upi,BANK_TIMEOUT,39,,1.0,low,0.43592905089363243,2,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_d0e3e159,cust_bce5fa8e,85413,card,BANK_DECLINE,11,,0.5977703547379125,low,0.4369186453749625,3,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_ebb119e6,cust_6dfc65a4,630661,upi,BANK_TIMEOUT,4,,0.7295711205396819,low,0.5688672667318503,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,val
case_67b8327e,cust_9de57829,437072,upi,INSUFFICIENT_FUNDS,88,,0.7632503202580455,low,0.4724267054501461,2,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_d04b3d67,cust_92dfade6,91792,upi,BANK_TIMEOUT,0,,0.8220622222995785,low,0.21363446984270926,5,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_34168ffe,cust_fe15aeed,112200,upi,BANK_TIMEOUT,24,,0.6354281998003766,low,0.18130520125448799,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_3cb8f01e,cust_9c464618,930107,upi,BANK_TIMEOUT,94,,0.6371001564244734,low,0.6083863520052704,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,train
case_b5adf75e,cust_c3db6334,135257,upi,NETWORK_ERROR,0,,0.9836606740636266,low,0.6933781908728975,3,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_918e8218,cust_b3ca403e,20661,upi,INSUFFICIENT_FUNDS,20,,0.8013500320141581,low,0.42409551573532817,2,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_ba2559fd,cust_65486eef,530876,netbanking,INSUFFICIENT_FUNDS,35,,0.5597144510458428,low,0.1568277872666453,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,test
case_43993199,cust_c3cdf54a,24266,upi,INSUFFICIENT_FUNDS,14,,1.0,medium,0.4330704732094207,3,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,test
case_5b565787,cust_121f429b,151521,upi,BANK_TIMEOUT,4,,0.42142304715210693,low,0.25053423448467793,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,test
case_aed1f855,cust_d30b145f,537053,upi,BANK_TIMEOUT,30,,0.6809843850212935,low,0.2609204438048961,5,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,train
case_e9abff7d,cust_47a5953c,14718,upi,INSUFFICIENT_FUNDS,19,,0.7690553460689146,low,0.07525638839766693,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_8b24b605,cust_f401a6ec,31147,card,INSUFFICIENT_FUNDS,11,,0.8155764311619711,low,0.20889840469046425,3,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_46b0afed,cust_e5579b12,199507,card,INSUFFICIENT_FUNDS,9,,0.32070382421354926,low,0.0,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,test
case_d0a228b1,cust_0b761c8b,53581,card,BANK_DECLINE,11,,0.6858902093117746,low,0.5133987791527788,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,train
case_43b228f2,cust_a7100e7e,428920,netbanking,BANK_TIMEOUT,39,,1.0,medium,0.09991842430818314,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_3cac2968,cust_a3985908,24658,upi,INSUFFICIENT_FUNDS,1,,0.8753104412362558,low,0.29129388563491837,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,test
case_1496daf6,cust_b444106f,95930,upi,INSUFFICIENT_FUNDS,21,,0.9558851886005526,medium,0.2662375760433238,2,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,val
case_1bdcb2b9,cust_0f570b03,133160,card,BANK_DECLINE,77,,0.6526456759959789,medium,0.48122264542141757,1,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,val
case_854ad80b,cust_109aa0bd,149741,netbanking,BANK_DECLINE,15,,0.8297341400124818,low,0.5560181802289774,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_251db13b,cust_f3a009eb,45766,card,NETWORK_ERROR,16,,0.7299113706265414,medium,0.5725659345418912,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,train
case_2c929081,cust_1e922c55,214092,upi,INSUFFICIENT_FUNDS,13,,0.7586947903854064,low,0.20301268590932084,2,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,val
case_3d10cab4,cust_491f64d9,949660,upi,INSUFFICIENT_FUNDS,2,,0.7484900324020172,low,0.514611153282821,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,val
case_0a050762,cust_c9dbb836,416802,card,INSUFFICIENT_FUNDS,2,,0.45578515430423944,low,0.11327348405115749,1,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,test
case_19e19c8e,cust_40ca8675,24587,upi,BANK_TIMEOUT,41,,0.8866439202376615,low,0.28693652818117976,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_f9c74fb0,cust_dfde28a2,481258,card,BANK_DECLINE,40,,0.4185729696918503,low,0.30847118841074855,3,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,train
case_f6a05ed7,cust_687a0282,273299,card,INSUFFICIENT_FUNDS,5,,0.8617380026561293,medium,0.0,3,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_85ad7461,cust_726230d0,299909,upi,BANK_TIMEOUT,1,,0.9733453850535903,low,0.9128385348115873,5,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_2e5e7e60,cust_a275fdf7,257848,netbanking,INSUFFICIENT_FUNDS,20,,0.690443475351344,low,0.7236728050386625,1,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,test
case_f593fd5c,cust_82cf199f,22878,card,INSUFFICIENT_FUNDS,7,,0.8430121651755499,low,0.2571356934574479,3,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,test
case_5ebcb3ed,cust_80b4a0fd,545707,card,BANK_DECLINE,9,,0.39841432727618553,low,0.5118180090875499,2,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,test
case_2ec3eded,cust_64b790cc,230614,upi,BANK_TIMEOUT,9,,0.8448006615614836,high,0.6562861958433357,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_c4d2447f,cust_42bce9bc,12675,upi,INSUFFICIENT_FUNDS,6,,0.7307472478155901,low,0.5028010898839951,2,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_4bd55ef7,cust_c8b8c826,58468,card,INSUFFICIENT_FUNDS,25,,0.905136695854063,medium,0.31102275713787003,1,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_c8f9332f,cust_55c4b24f,162554,netbanking,INSUFFICIENT_FUNDS,4,,0.8155499148694034,low,0.4652538466357399,1,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,test
case_275970e1,cust_5eb4e134,12918,card,BANK_DECLINE,49,,1.0,high,0.5450767419814336,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,test
case_dbb24948,cust_3ed97fe6,47050,upi,BANK_TIMEOUT,78,,0.7985007059171461,medium,0.5124008108942784,2,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_a0d779ce,cust_85bc63b3,101893,upi,NETWORK_ERROR,24,,0.9492526772332295,low,0.5592320027740648,5,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_921f469e,cust_cd6cd424,292198,upi,BANK_TIMEOUT,13,,0.9181482897688489,medium,0.3456314446035785,5,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_0d2fbba0,cust_12e2ddca,111591,upi,INSUFFICIENT_FUNDS,202,,0.8473824529847227,low,0.24946446459966826,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_a24a605c,cust_36fb450e,55665,upi,BANK_TIMEOUT,3,,0.4330759191070702,low,0.6257946814467901,3,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_74978c7c,cust_92f30cdf,314385,upi,INSUFFICIENT_FUNDS,10,,0.8588345427497324,medium,0.7362851817306124,5,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,val
case_baa00568,cust_fc67fdd8,51108,upi,INSUFFICIENT_FUNDS,54,,0.9698852391582496,medium,0.6293090295706002,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_65687194,cust_ea084d71,36096,upi,INSUFFICIENT_FUNDS,74,,0.4207550214299782,low,0.6578591882391273,1,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,test
case_f47cb4bf,cust_59470cde,50025,upi,BANK_TIMEOUT,3,,0.9579591814675508,low,0.42765021290799765,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,test
case_db9d7947,cust_f25faa5c,55591,upi,BANK_TIMEOUT,12,,0.7884331878399311,medium,0.4726263376201844,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_a67551c1,cust_b6e101cb,142766,upi,INSUFFICIENT_FUNDS,55,,0.6657030568913482,medium,0.46790659860748673,1,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,test
case_26e133fb,cust_fe93203e,97148,upi,BANK_TIMEOUT,33,,0.9356841581875746,medium,0.30829954696439976,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_efea1196,cust_35709ef8,190113,upi,NETWORK_ERROR,2,,0.8079988291506742,medium,0.6823004749099949,5,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_f06fc98d,cust_62753dcc,48642,upi,INSUFFICIENT_FUNDS,4,,0.9522092455440309,medium,0.13724440522315173,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_c21f947a,cust_4376107a,254778,card,BANK_DECLINE,10,,0.6871060243357798,low,0.011643007685730802,3,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,train
case_2f211aaa,cust_b5de74c5,184724,upi,INSUFFICIENT_FUNDS,2,,0.8558439499014113,high,0.23148613046673702,2,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,val
case_d38a8a1d,cust_4472ea4c,472560,upi,BANK_TIMEOUT,3,,0.9496759051501085,high,0.3573090416129908,5,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,val
case_3435210b,cust_b13cf01f,416078,upi,INSUFFICIENT_FUNDS,13,,0.7674414630760448,medium,0.07951456897931371,1,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,val
case_713291c7,cust_3c002bc8,36000,card,BANK_DECLINE,15,,0.9344291780193384,low,0.8453677808371718,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,test
case_552fc200,cust_3076100e,81668,netbanking,INSUFFICIENT_FUNDS,0,,0.7258381416970627,low,0.6500764680029327,5,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,train
case_6c7b8262,cust_68244f5a,76360,upi,INSUFFICIENT_FUNDS,16,,0.8720899224462144,low,0.06521770337785425,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,train
case_8e4b3b46,cust_3f3cc691,66158,upi,INSUFFICIENT_FUNDS,36,,0.9255091186194161,low,0.37278804010699085,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,test
case_98fed13b,cust_ac61e103,26772,upi,BANK_TIMEOUT,31,,0.792222811897401,medium,0.4233612761502013,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_148dda48,cust_65162c8e,14543,upi,INSUFFICIENT_FUNDS,27,,0.8888835687408777,low,0.4315566972255172,5,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,train
case_5359408d,cust_c39bb951,505673,card,BANK_DECLINE,4,,0.785413715151962,low,0.7592972360029931,2,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_5a74c980,cust_139a6cd8,9588,upi,BANK_TIMEOUT,43,,0.9818645641773913,medium,0.451818162366576,3,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_0b63006a,cust_ad8b5dcf,39995,netbanking,BANK_DECLINE,1,,0.49962060717947304,medium,0.12484910132282315,1,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_415d446d,cust_e99ab9c4,45140,card,BANK_DECLINE,20,,0.8311859016432266,low,0.47475924142344483,1,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,train
case_09ef3484,cust_722705de,294438,upi,NETWORK_ERROR,2,,0.8905259440001823,medium,0.6523290764552305,1,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_65cbbe36,cust_02081537,199186,upi,INSUFFICIENT_FUNDS,0,,0.7026992873303541,low,0.02756301417527074,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_0ea6601b,cust_3ee1aa79,128430,upi,BANK_TIMEOUT,4,,0.3488677430042991,low,0.030917311547615345,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,val
case_3de5d79e,cust_1d202233,200276,upi,BANK_TIMEOUT,7,,0.9823352923263046,low,0.3244297883639635,2,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_36f7cd48,cust_2f8d5020,100409,card,BANK_DECLINE,23,,0.8504967231472861,low,0.20037757396703398,2,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_9326dedf,cust_b8dfaf48,32297,upi,BANK_TIMEOUT,6,,0.7247129765009003,medium,0.42376646407196633,3,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_56b3f5a0,cust_d1286787,154157,card,INSUFFICIENT_FUNDS,1,,0.7873890107413084,low,0.602997289728599,1,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,test
case_777dc153,cust_1d3d5d56,20917,netbanking,BANK_DECLINE,9,,0.8100561400690667,low,0.2538387757225396,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_3a7a455a,cust_9a63042b,1934467,netbanking,BANK_DECLINE,126,,0.7325028269014846,low,0.0,2,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_5f8fbf56,cust_e2c6c046,2463536,netbanking,BANK_DECLINE,19,,0.8284353607013776,medium,0.15239512455678692,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,test
case_349b9189,cust_2c9ad30a,16863,card,NETWORK_ERROR,44,,0.7313576118129902,low,0.3285849666771228,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_09454e61,cust_95c01bdb,65752,upi,INSUFFICIENT_FUNDS,37,,0.597892612467219,low,0.4850407150127223,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,train
case_d7e279d3,cust_81d667fb,55391,upi,BANK_TIMEOUT,102,,0.7266278230470018,low,0.5953579767821662,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_a10df049,cust_b9254f1c,170193,upi,INSUFFICIENT_FUNDS,80,,0.5965867033367089,low,0.7250623842644472,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_cd32ecf0,cust_2eaab0c5,26185,upi,INSUFFICIENT_FUNDS,79,,0.38597364178421445,low,0.7747428853747644,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,val
case_7afe16dc,cust_981f350c,174422,upi,INSUFFICIENT_FUNDS,26,,0.7059677044803924,low,0.23300759775212918,2,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_7000137d,cust_5d16e11e,27640,card,INSUFFICIENT_FUNDS,13,,0.40026457845667396,low,0.4303416485361792,5,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_bb682d6b,cust_7cdf7211,630481,upi,NETWORK_ERROR,69,,0.5559407183133077,low,0.11503433187368622,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,train
case_e26110a8,cust_a9c2a329,84153,netbanking,BANK_DECLINE,12,,0.7359582178117622,low,0.18269310548694123,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,train
case_e3b3fc40,cust_08230a4c,243943,card,INSUFFICIENT_FUNDS,12,,0.5869049842129037,low,0.6201315937216434,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,train
case_79f89fdb,cust_d455ba84,256515,netbanking,BANK_DECLINE,26,,0.5140577439469753,medium,0.5510482914375296,5,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_e3f641bc,cust_77758b3a,21696,card,INSUFFICIENT_FUNDS,31,,0.7365737447108648,low,0.4489824261130648,3,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_4fca4af0,cust_7504875f,64909,upi,INSUFFICIENT_FUNDS,5,,0.7063726087712923,low,0.1725346534727252,5,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,test
case_a614a01c,cust_24e5c4fc,23305,netbanking,INSUFFICIENT_FUNDS,19,,0.7569150248996408,low,0.40426074890910346,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,train
case_f6b183cb,cust_74d19554,56168,card,INSUFFICIENT_FUNDS,12,,0.8720472245300874,medium,0.0,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,train
case_a77aaa57,cust_7b68d3a3,110290,card,INSUFFICIENT_FUNDS,8,,0.9205053027686642,medium,0.49162601890196356,2,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_75be8de6,cust_d4675f8b,831393,upi,INSUFFICIENT_FUNDS,49,,0.7134554457963365,low,0.6251669986119911,3,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_9bda8e81,cust_065df562,400303,upi,BANK_TIMEOUT,58,,0.9798110632595718,medium,0.20407385756920796,1,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,test
case_87edda8d,cust_c0f48e2f,49857,upi,NETWORK_ERROR,0,,0.7288592358803834,low,0.41231737774454935,2,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,val
case_72b9518e,cust_df1d531d,886358,upi,BANK_TIMEOUT,88,,0.8198697717414546,medium,0.1753583969198339,1,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_603bc93d,cust_3bfcf3f5,71752,upi,BANK_TIMEOUT,36,,0.7436097003804265,low,0.7599482008155394,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_75ed2d16,cust_707c1eb7,433486,upi,INSUFFICIENT_FUNDS,89,,0.9966161321622093,low,0.69149591559951,1,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,val
case_a5cb9191,cust_09f15dc7,66389,upi,BANK_TIMEOUT,9,,0.7720097420405843,high,0.39580731241556577,2,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_eadde665,cust_228efc47,75974,upi,NETWORK_ERROR,14,,0.7935678578428733,low,0.35010678820703695,1,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
