case_id,customer_id,amount_paise,payment_method,failure_code,time_since_failure_minutes,incident_id,historical_payment_success_rate,customer_value_band,engagement_score,assigned_action,propensity,eligible_actions,policy_version,y_observed,split
case_2c217e62,cust_c5695100,55398,card,BANK_TIMEOUT,11,,0.7708263588159596,medium,0.34612891523504186,0,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_16d366cc,cust_f91febad,20622,upi,BANK_TIMEOUT,22,,0.6461029151508187,low,0.5896856362357792,1,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_4a72fbeb,cust_ecc59631,132868,upi,INSUFFICIENT_FUNDS,17,,0.7849023192972389,low,0.6539540236155106,3,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_5d22e51d,cust_ad742d4c,181344,card,INSUFFICIENT_FUNDS,32,,0.6074143397520528,low,0.629252017957959,1,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,test
case_f6cd40e6,cust_f0e468a3,68582,upi,INSUFFICIENT_FUNDS,7,,0.7558167401024454,low,0.1601524144473889,2,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,val
case_93a2c64f,cust_aa034b28,130324,upi,BANK_TIMEOUT,14,,0.6404471163949745,low,0.3232461394308926,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,test
case_96637fdb,cust_634eebc3,78338,upi,NETWORK_ERROR,12,,0.5085181663498014,low,0.26615796705877964,1,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_cfa076d5,cust_65ad58ec,292337,card,BANK_DECLINE,6,,0.5189908703171078,low,0.0,4,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_42731706,cust_2fdb9675,228049,card,INSUFFICIENT_FUNDS,26,,0.5015771368394999,low,0.08343209729715761,2,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,1,train
case_ebfc2318,cust_5da5bd6b,89046,upi,INSUFFICIENT_FUNDS,15,,0.8954898125887695,low,0.15492065693361465,1,0.16666666666666666,"[0, 1, 2, 3, 4, 5]",random_uniform_v1,0,train
